t,x,y,z,Gx,Gy,Gz,FillX,FillY,FillZ
-9.96,	0,	0,	0,	0,	0,	0,	0,	0,	0
0.04,	37.763054084,	-35.1335063647,	0,	2494.45710769,	-6629.69366154,	-717.904861538,	156.544665019,	-432.541105369,	-717.904861538
0.04,	37.763054084,	-35.1335063647,	0,	2501.65661538,	-6654.63938462,	-720.124307692,	158.704927966,	-440.592695563,	-720.124307692
0.04,	-19.0810619391,	-21.0463785953,	0,	2491.98596923,	-6652.80726154,	-722.343753846,	142.309668062,	-422.05200473,	-722.343753846
0.04,	-19.0810619391,	-21.0463785953,	0,	2482.31532308,	-6650.97513846,	-724.5632,	126.570218554,	-404.252941531,	-724.5632
0.04,	-20.6763829528,	57.2379392355,	0,	2488.68898462,	-6685.21932308,	-726.782646154,	126.799069571,	-418.667723531,	-726.782646154
0.04,	-20.6763829528,	57.2379392355,	0,	2495.06264615,	-6719.46350769,	-729.002092308,	127.018766547,	-432.505914251,	-729.002092308
0.04,	-20.6763829528,	57.2379392355,	0,	2500.78276923,	-6724.40430769,	-731.221538462,	126.602278721,	-417.659328112,	-731.221538462
0.04,	-33.436307573,	-3.06588171231,	0,	2506.50289231,	-6729.34510769,	-733.440984615,	125.692053423,	-405.818758256,	-733.440984615
0.04,	-33.436307573,	-3.06588171231,	0,	2512.22301538,	-6734.28590769,	-735.660430769,	124.818237137,	-394.451811194,	-735.660430769
0.04,	24.6660755364,	22.9900216453,	0,	2508.0016,	-6747.10609231,	-737.879876923,	116.759591904,	-390.061515111,	-737.879876923
0.04,	24.6660755364,	22.9900216453,	0,	2503.78018462,	-6759.92627692,	-740.099323077,	109.02329248,	-385.846830872,	-740.099323077
0.04,	-42.8253588645,	-46.311816177,	0,	2494.66461538,	-6763.14338462,	-742.318769231,	94.1983999645,	-375.353853669,	-742.318769231
0.04,	-42.8253588645,	-46.311816177,	0,	2485.54904615,	-6766.36049231,	-744.538215385,	79.9665031498,	-365.280595554,	-744.538215385
0.04,	30.6093234306,	-56.9859026644,	0,	2474.85686154,	-6775.88898462,	-746.757661538,	67.7277187302,	-362.096160453,	-746.757661538
0.04,	30.6093234306,	-56.9859026644,	0,	2464.16467692,	-6785.41747692,	-748.977107692,	55.9784856875,	-359.039102757,	-748.977107692
0.04,	30.6093234306,	-56.9859026644,	0,	2453.47249231,	-6794.94596923,	-751.196553846,	44.6992219664,	-356.104327369,	-751.196553846
0.04,	-39.5558750962,	-33.3738460802,	0,	2464.37169231,	-6809.84676923,	-753.416,	51.7922500839,	-357.499876117,	-753.416
0.04,	-39.5558750962,	-33.3738460802,	0,	2475.27089231,	-6824.74756923,	-755.635446154,	58.6015570767,	-358.839602916,	-755.635446154
0.04,	-35.8209658505,	-7.79514042489,	0,	2483.34547692,	-6850.37821538,	-757.854892308,	62.5762573904,	-369.403244724,	-757.854892308
0.04,	-35.8209658505,	-7.79514042489,	0,	2491.42006154,	-6876.00886154,	-760.074338462,	66.3919696915,	-379.54434086,	-760.074338462
0.04,	-15.3427875028,	41.453778685,	0,	2496.51064615,	-6889.68812308,	-762.293784615,	68.0095406345,	-375.836507155,	-762.293784615
0.04,	-15.3427875028,	41.453778685,	0,	2501.60123077,	-6903.36738462,	-764.513230769,	69.5624087398,	-372.276986798,	-764.513230769
0.04,	-15.3427875028,	41.453778685,	0,	2506.69181538,	-6917.04664615,	-766.732676923,	71.0531621209,	-368.859847256,	-766.732676923
0.04,	76.2451304273,	7.46933066002,	0,	2533.68270769,	-6941.3056,	-768.952123077,	97.1720974685,	-377.095275831,	-768.952123077
0.04,	76.2451304273,	7.46933066002,	0,	2560.6736,	-6965.56455385,	-771.171569231,	122.246275402,	-385.001287264,	-771.171569231
0.04,	19.0479470033,	-4.67745741988,	0,	2571.90387692,	-7001.18658462,	-773.391015385,	128.899408112,	-403.985483609,	-773.391015385
0.04,	19.0479470033,	-4.67745741988,	0,	2583.13415385,	-7036.80861538,	-775.610461538,	135.286415514,	-422.2103121,	-775.610461538
0.04,	-44.3526796593,	40.4998352625,	0,	2609.16381538,	-7041.72110769,	-777.829907692,	153.089326784,	-408.417898821,	-777.829907692
0.04,	-44.3526796593,	40.4998352625,	0,	2635.19347692,	-7046.6336,	-780.049353846,	170.180121603,	-395.177182073,	-780.049353846
0.04,	-44.3526796593,	40.4998352625,	0,	2661.22313846,	-7051.54609231,	-782.2688,	186.58728463,	-382.466093995,	-782.2688
0.04,	-58.7407347246,	-29.4829460582,	0,	2685.98572308,	-7059.62043077,	-784.488246154,	200.546245086,	-376.098133,	-784.488246154
0.04,	-58.7407347246,	-29.4829460582,	0,	2710.74830769,	-7067.69476923,	-786.707692308,	213.946847125,	-369.984890446,	-786.707692308
0.04,	-32.5325111262,	-27.1016489531,	0,	2712.80812308,	-7084.43864615,	-788.927138462,	206.065095564,	-372.343682632,	-788.927138462
0.04,	-32.5325111262,	-27.1016489531,	0,	2714.86793846,	-7101.18252308,	-791.146584615,	198.498614066,	-374.608123131,	-791.146584615
0.04,	11.4442431435,	-57.7234020483,	0,	2736.28098462,	-7117.9264,	-797.625107692,	211.572963536,	-378.006856134,	-797.625107692
0.04,	11.4442431435,	-57.7234020483,	0,	2757.69403077,	-7134.67027692,	-804.103630769,	224.124339028,	-381.269639817,	-804.103630769
0.04,	11.4442431435,	-57.7234020483,	0,	2779.10707692,	-7151.41415385,	-810.582153846,	236.173659501,	-384.401912152,	-810.582153846
0.04,	-36.8890598934,	-30.4287035495,	0,	2789.32996923,	-7168.15803077,	-822.570215385,	235.06512734,	-386.317105654,	-822.570215385
0.04,	-36.8890598934,	-30.4287035495,	0,	2799.55286154,	-7184.90190769,	-834.558276923,	234.000936466,	-388.155691416,	-834.558276923
0.04,	35.167557078,	-48.4320407264,	0,	2821.59483077,	-7201.64578462,	-850.011569231,	247.207891752,	-390.640867235,	-850.011569231
0.04,	35.167557078,	-48.4320407264,	0,	2843.6368,	-7218.38966154,	-865.464861538,	259.886568827,	-393.02663602,	-865.464861538
0.04,	22.3174783826,	-61.9665888859,	0,	2862.35323077,	-7235.13353846,	-873.380923077,	268.351578748,	-395.858355981,	-873.380923077
0.04,	22.3174783826,	-61.9665888859,	0,	2881.06966154,	-7251.87741538,	-881.296984615,	276.477988271,	-398.576807144,	-881.296984615
0.04,	22.3174783826,	-61.9665888859,	0,	2899.78609231,	-7268.62129231,	-889.213046154,	284.279341414,	-401.186520259,	-889.213046154
0.04,	-44.3572708824,	44.8734716813,	0,	2907.14375385,	-7285.36516923,	-884.703261538,	278.197231999,	-399.418242428,	-884.703261538
0.04,	-44.3572708824,	44.8734716813,	0,	2914.50141538,	-7302.10904615,	-880.193476923,	272.358406961,	-397.72069571,	-880.193476923
0.04,	-32.1004875314,	-14.8946790848,	0,	2921.85907692,	-7318.85292308,	-877.247384615,	267.243406258,	-398.481776891,	-877.247384615
0.04,	-32.1004875314,	-14.8946790848,	0,	2929.21673846,	-7335.5968,	-874.301292308,	262.333005584,	-399.212414825,	-874.301292308
0.04,	28.4211288479,	-17.4212814785,	0,	2917.85563077,	-7352.34067692,	-879.685046154,	242.06986713,	-400.014891337,	-879.685046154
0.04,	28.4211288479,	-17.4212814785,	0,	2906.49452308,	-7369.08455385,	-885.0688,	222.617254214,	-400.785268789,	-885.0688
0.04,	28.4211288479,	-17.4212814785,	0,	2895.13341538,	-7385.82843077,	-890.452553846,	203.942745814,	-401.524831143,	-890.452553846
0.04,	-0.890493728085,	42.3850104054,	0,	2893.40615385,	-7402.57230769,	-912.069538462,	194.091245156,	-399.842559327,	-912.069538462
0.04,	-0.890493728085,	42.3850104054,	0,	2891.67889231,	-7419.31618462,	-933.686523077,	184.633804524,	-398.227578384,	-933.686523077
0.04,	-10.4632397473,	-47.9246176714,	0,	2887.25870769,	-7436.06006154,	-928.720123077,	172.586545522,	-400.289581801,	-928.720123077
0.04,	-10.4632397473,	-47.9246176714,	0,	2882.83852308,	-7452.80393846,	-923.753723077,	161.02117688,	-402.269105082,	-923.753723077
0.04,	5.09507423415,	-4.56123738473,	0,	2877.77218462,	-7469.54781538,	-924.650092308,	149.920447851,	-402.434912221,	-924.650092308
0.04,	5.09507423415,	-4.56123738473,	0,	2872.70584615,	-7486.29169231,	-925.546461538,	139.263747984,	-402.594087073,	-925.546461538
0.04,	5.09507423415,	-4.56123738473,	0,	2867.63950769,	-7503.03556923,	-926.442830769,	129.033316111,	-402.746894932,	-926.442830769
0.04,	-45.7531398324,	-22.0151538166,	0,	2880.70609231,	-7519.77944615,	-911.109661538,	134.585779104,	-403.591747133,	-911.109661538
0.04,	-45.7531398324,	-22.0151538166,	0,	2893.77267692,	-7536.52332308,	-895.776492308,	139.916143577,	-404.402805247,	-895.776492308
0.04,	68.0900168659,	-15.2613769261,	0,	2907.18203077,	-7553.2672,	-895.556553846,	149.916078201,	-404.91126996,	-895.556553846
0.04,	68.0900168659,	-15.2613769261,	0,	2920.59138462,	-7570.01107692,	-895.336615385,	159.51601544,	-405.399396085,	-895.336615385
0.04,	68.0900168659,	-15.2613769261,	0,	2919.35150769,	-7586.75495385,	-887.413907692,	154.668693651,	-405.867997165,	-887.413907692
0.04,	-70.1573956994,	3.27084107332,	0,	2918.11163077,	-7603.49883077,	-879.4912,	144.485368231,	-405.576565481,	-879.4912
0.04,	-70.1573956994,	3.27084107332,	0,	2916.87175385,	-7620.24270769,	-871.568492308,	134.709375827,	-405.296791065,	-871.568492308
0.04,	-52.1644171007,	20.7418454627,	0,	2939.58387692,	-7636.98658462,	-871.234707692,	149.038062264,	-404.32936745,	-871.234707692
0.04,	-52.1644171007,	20.7418454627,	0,	2962.296,	-7653.73046154,	-870.900923077,	162.793601243,	-403.40064078,	-870.900923077
0.04,	-39.0427664378,	-49.3854742089,	0,	2975.90781538,	-7670.47433846,	-862.216984615,	167.787489305,	-405.314155963,	-862.216984615
0.04,	-39.0427664378,	-49.3854742089,	0,	2989.51963077,	-7687.21821538,	-853.533046154,	172.581621845,	-407.151130539,	-853.533046154
0.04,	-39.0427664378,	-49.3854742089,	0,	3003.13144615,	-7703.96209231,	-844.849107692,	177.183989083,	-408.914626132,	-844.849107692
0.04,	39.6985127506,	-10.8789679315,	0,	3010.33095385,	-7720.70596923,	-862.131938462,	178.596097414,	-409.06732165,	-862.131938462
0.04,	39.6985127506,	-10.8789679315,	0,	3017.53046154,	-7737.44984615,	-879.414769231,	179.951721412,	-409.213909348,	-879.414769231
0.04,	-45.5077681467,	28.3431483967,	0,	3024.72996923,	-7754.19372308,	-895.268061538,	177.844869214,	-407.785748884,	-895.268061538
0.04,	-45.5077681467,	28.3431483967,	0,	3031.92947692,	-7770.9376,	-911.121353846,	175.822291104,	-406.414714839,	-911.121353846
0.04,	39.5578993725,	22.4037844284,	0,	3039.12898462,	-7787.68147692,	-894.189415385,	177.28324282,	-405.336096715,	-894.189415385
0.04,	39.5578993725,	22.4037844284,	0,	3046.32849231,	-7804.42535385,	-877.257476923,	178.685756467,	-404.300623315,	-877.257476923
0.04,	39.5578993725,	22.4037844284,	0,	3053.528,	-7821.16923077,	-860.325538462,	180.032169567,	-403.306568851,	-860.325538462
0.04,	30.6627254124,	-50.3991515033,	0,	3060.72750769,	-7837.91310769,	-843.528369231,	180.968919186,	-405.264394004,	-843.528369231
0.04,	30.6627254124,	-50.3991515033,	0,	3067.92701538,	-7854.65698462,	-826.7312,	181.868198819,	-407.14390615,	-826.7312
0.04,	9.64683416428,	-2.81956592966,	0,	3075.12652308,	-7871.40086154,	-825.191876923,	181.890871618,	-407.045054387,	-825.191876923
0.04,	9.64683416428,	-2.81956592966,	0,	3082.32603077,	-7888.14473846,	-823.652553846,	181.912637504,	-406.950156695,	-823.652553846
0.04,	60.4324049409,	-1.96515376117,	0,	3089.52553846,	-7911.50276923,	-833.591384615,	183.964955586,	-413.174466116,	-833.591384615
0.04,	60.4324049409,	-1.96515376117,	0,	3096.72504615,	-7934.8608,	-843.530215385,	185.935180945,	-419.14980316,	-843.530215385
0.04,	60.4324049409,	-1.96515376117,	0,	3103.92455385,	-7958.21883077,	-853.469046154,	187.82659729,	-424.886126723,	-853.469046154
0.04,	-58.9924751222,	19.1445962457,	0,	3111.12406154,	-7988.9424,	-855.688492308,	184.865361778,	-436.619524266,	-855.688492308
0.04,	-58.9924751222,	19.1445962457,	0,	3118.32356923,	-8019.66596923,	-857.907938462,	182.022575686,	-447.883585907,	-857.907938462
0.04,	13.6256657717,	3.08092585945,	0,	3125.52307692,	-8034.44430769,	-860.127384615,	182.198226674,	-444.032210359,	-860.127384615
0.04,	13.6256657717,	3.08092585945,	0,	3132.72258462,	-8049.22264615,	-862.346830769,	182.366851623,	-440.334889834,	-862.346830769
0.04,	36.7981892973,	-31.1957328573,	0,	3139.92209231,	-8055.15544615,	-864.566276923,	183.455632515,	-429.664811554,	-864.566276923
0.04,	36.7981892973,	-31.1957328573,	0,	3147.1216,	-8061.08824615,	-866.785723077,	184.50086217,	-419.421536407,	-866.785723077
0.04,	36.7981892973,	-31.1957328573,	0,	3154.32110769,	-8067.02104615,	-869.005169231,	185.50428264,	-409.587992265,	-869.005169231
0.04,	46.2194356007,	-23.9726331087,	0,	3161.52061538,	-8088.05846154,	-871.224615385,	186.844416143,	-414.359296668,	-871.224615385
0.04,	46.2194356007,	-23.9726331087,	0,	3168.72012308,	-8109.09587692,	-873.444061538,	188.130944306,	-418.939748894,	-873.444061538
0.04,	-32.609534687,	51.5298361548,	0,	3175.91963077,	-8107.58806154,	-875.663507692,	186.212852531,	-398.673462723,	-875.663507692
0.04,	-32.609534687,	51.5298361548,	0,	3183.11913846,	-8106.08024615,	-877.882953846,	184.371484427,	-379.217827999,	-877.882953846
0.04,	13.3824663566,	-24.2997858347,	0,	3190.31864615,	-8124.72750769,	-880.1024,	184.443451089,	-382.922477389,	-880.1024
0.04,	13.3824663566,	-24.2997858347,	0,	3197.51815385,	-8143.37476923,	-882.321846154,	184.512539084,	-386.478940804,	-882.321846154
0.04,	13.3824663566,	-24.2997858347,	0,	3204.71766154,	-8162.02203077,	-884.541292308,	184.57886356,	-389.893145682,	-884.541292308
0.04,	-35.5025071384,	34.7647387511,	0,	3211.91716923,	-8163.65083077,	-886.760738462,	182.687136116,	-374.470478305,	-886.760738462
0.04,	-35.5025071384,	34.7647387511,	0,	3219.11667692,	-8165.27963077,	-888.980184615,	180.871077771,	-359.664717623,	-888.980184615
0.04,	11.7933810031,	-61.9483408052,	0,	3238.28603077,	-8181.09058462,	-891.199630769,	192.510549592,	-362.934578242,	-891.199630769
0.04,	11.7933810031,	-61.9483408052,	0,	3257.45538462,	-8196.90153846,	-893.419076923,	203.684442541,	-366.073644437,	-893.419076923
0.04,	42.5464084251,	-8.37340600392,	0,	3247.31458462,	-8201.69095385,	-895.638523077,	187.503753176,	-356.363473669,	-895.638523077
0.04,	42.5464084251,	-8.37340600392,	0,	3237.17378462,	-8206.48036923,	-897.857969231,	171.970291386,	-347.041709732,	-897.857969231
0.04,	42.5464084251,	-8.37340600392,	0,	3227.03298462,	-8211.26978462,	-900.077415385,	157.058168068,	-338.092816352,	-900.077415385
0.04,	3.85047380101,	86.1494536286,	0,	3225.39433846,	-8234.80996923,	-902.296861538,	149.35675999,	-343.721702783,	-902.296861538
0.04,	3.85047380101,	86.1494536286,	0,	3223.75569231,	-8258.35015385,	-904.516307692,	141.963408234,	-349.125433758,	-904.516307692
0.04,	26.0383467552,	-17.6053915997,	0,	3238.81243077,	-8268.50510769,	-906.735753846,	151.780874698,	-345.613387764,	-906.735753846
0.04,	26.0383467552,	-17.6053915997,	0,	3253.86916923,	-8278.66006154,	-908.9552,	161.205642504,	-342.241823609,	-908.9552
0.04,	40.3085222845,	-16.9186194181,	0,	3248.28283077,	-8299.37870769,	-911.174646154,	151.006872772,	-349.118795749,	-911.174646154
0.04,	40.3085222845,	-16.9186194181,	0,	3242.69649231,	-8320.09735385,	-913.394092308,	141.216053829,	-355.720689004,	-913.394092308
0.04,	40.3085222845,	-16.9186194181,	0,	3237.11015385,	-8340.816,	-915.613538462,	131.816867644,	-362.058506528,	-915.613538462
0.04,	-17.0676720414,	4.62134520481,	0,	3236.55643077,	-8344.84233846,	-917.832984615,	125.329911903,	-351.256597382,	-917.832984615
0.04,	-17.0676720414,	4.62134520481,	0,	3236.00270769,	-8348.86867692,	-920.052430769,	119.102434391,	-340.886764601,	-920.052430769
0.04,	-50.4722234473,	29.0270534109,	0,	3225.04590769,	-8360.9424,	-922.271876923,	101.800920078,	-337.680986035,	-922.271876923
0.04,	-50.4722234473,	29.0270534109,	0,	3214.08910769,	-8373.01612308,	-924.491323077,	85.1914663368,	-334.603438611,	-924.491323077
0.04,	-61.1623759585,	-15.1010838313,	0,	3238.88615385,	-8372.81661538,	-926.710769231,	103.142476953,	-321.631817035,	-926.710769231
0.04,	-61.1623759585,	-15.1010838313,	0,	3263.6832,	-8372.61710769,	-928.930215385,	120.375447144,	-309.179060322,	-928.930215385
0.04,	-61.1623759585,	-15.1010838313,	0,	3286.10732308,	-8403.62744615,	-931.149661538,	134.641092374,	-327.185866186,	-931.149661538
0.04,	-37.0851653362,	20.4042591723,	0,	3308.53144615,	-8434.63778462,	-933.369107692,	149.299200219,	-343.052186094,	-933.369107692
0.04,	-37.0851653362,	20.4042591723,	0,	3330.95556923,	-8465.64812308,	-935.588553846,	163.370983751,	-358.283853207,	-935.588553846
0.04,	30.2897475624,	13.0953720963,	0,	3347.85476923,	-8472.57230769,	-937.808,	174.270966303,	-350.075901425,	-937.808
0.04,	30.2897475624,	13.0953720963,	0,	3364.75396923,	-8479.49649231,	-940.027446154,	184.734949554,	-342.196267715,	-940.027446154
0.04,	42.5533964117,	-40.0991662346,	0,	3383.21378462,	-8515.10375385,	-942.246892308,	196.769110197,	-364.295354733,	-942.246892308
0.04,	42.5533964117,	-40.0991662346,	0,	3401.6736,	-8550.71101538,	-944.466338462,	208.321904415,	-385.51047827,	-944.466338462
0.04,	-30.7326013246,	59.1335625216,	0,	3409.24664615,	-8567.10412308,	-946.685784615,	206.029848493,	-383.462100023,	-946.685784615
0.04,	-30.7326013246,	59.1335625216,	0,	3416.81969231,	-8583.49723077,	-948.905230769,	203.829474808,	-381.495656906,	-948.905230769
0.04,	-30.7326013246,	59.1335625216,	0,	3424.39273846,	-8599.89033846,	-951.124676923,	201.71711607,	-379.607871513,	-951.124676923
0.04,	49.0072953801,	-6.18153510065,	0,	3449.75655385,	-8609.04467692,	-953.344123077,	219.957986012,	-373.45898298,	-953.344123077
0.04,	49.0072953801,	-6.18153510065,	0,	3475.12036923,	-8618.19901538,	-955.563569231,	237.469221156,	-367.556049988,	-955.563569231
0.04,	-17.3057732413,	32.6699761168,	0,	3482.97956923,	-8639.48996923,	-957.783015385,	234.82305338,	-371.986324636,	-957.783015385
0.04,	-17.3057732413,	32.6699761168,	0,	3490.83876923,	-8660.78092308,	-960.002461538,	232.282732315,	-376.239388298,	-960.002461538
0.04,	-53.1141093976,	1.22324677093,	0,	3501.52812308,	-8690.7408,	-962.221907692,	231.128638339,	-389.902364742,	-962.221907692
0.04,	-53.1141093976,	1.22324677093,	0,	3512.21747692,	-8720.70067692,	-964.441353846,	230.020708122,	-403.018822127,	-964.441353846
0.04,	-53.1141093976,	1.22324677093,	0,	3522.90683077,	-8750.66055385,	-966.6608,	228.957095113,	-415.610621217,	-966.6608
0.04,	66.0902518169,	-16.6203186961,	0,	3519.8928,	-8775.4352,	-968.880246154,	219.548951843,	-423.434669424,	-968.880246154
0.04,	66.0902518169,	-16.6203186961,	0,	3516.87876923,	-8800.20984615,	-971.099692308,	210.517134304,	-430.945755703,	-971.099692308
0.04,	47.4351242435,	27.1214978124,	0,	3505.35581538,	-8816.95372308,	-973.319138462,	192.931818209,	-428.697187408,	-973.319138462
0.04,	47.4351242435,	27.1214978124,	0,	3493.83286154,	-8833.6976,	-975.538584615,	176.049914758,	-426.538561846,	-975.538584615
0.04,	-68.4637757682,	21.2319653193,	0,	3514.45821538,	-8850.44147692,	-977.758030769,	186.069706829,	-424.701862605,	-977.758030769
0.04,	-68.4637757682,	21.2319653193,	0,	3535.08356923,	-8867.18535385,	-979.977476923,	195.688707218,	-422.938631334,	-979.977476923
0.04,	-68.4637757682,	21.2319653193,	0,	3555.70892308,	-8883.92923077,	-982.196923077,	204.922947591,	-421.245929314,	-982.196923077
0.04,	26.2531869983,	36.3525795847,	0,	3574.92135385,	-8900.67310769,	-984.416369231,	216.220090705,	-419.016110805,	-984.416369231
0.04,	26.2531869983,	36.3525795847,	0,	3594.13378462,	-8917.41698462,	-986.635815385,	227.065348095,	-416.875485035,	-986.635815385
0.04,	-65.2266783162,	-14.8393589857,	0,	3594.12221538,	-8934.16086154,	-988.855261538,	215.362560577,	-416.868161839,	-988.855261538
0.04,	-65.2266783162,	-14.8393589857,	0,	3594.11064615,	-8950.90473846,	-991.074707692,	204.12788456,	-416.861131571,	-991.074707692
0.04,	-31.8046740372,	19.8694675407,	0,	3615.38707692,	-8967.64861538,	-993.294153846,	215.115955755,	-415.466029453,	-993.294153846
0.04,	-31.8046740372,	19.8694675407,	0,	3636.66350769,	-8984.39249231,	-995.5136,	225.664504102,	-414.126731419,	-995.5136
0.04,	-31.8046740372,	19.8694675407,	0,	3657.93993846,	-9001.13636923,	-997.733046154,	235.791110514,	-412.841005307,	-997.733046154
0.04,	26.3716411662,	7.32313823876,	0,	3680.19421538,	-9017.88024615,	-999.952492308,	248.778437587,	-412.108561412,	-999.952492308
0.04,	26.3716411662,	7.32313823876,	0,	3702.44849231,	-9034.62412308,	-1002.17193846,	261.246271576,	-411.405415272,	-1002.17193846
0.04,	-35.0615792624,	-46.9404954713,	0,	3693.99507692,	-9051.368,	-1014.17230769,	241.278678773,	-412.900940326,	-1014.17230769
0.04,	-35.0615792624,	-46.9404954713,	0,	3685.54166154,	-9068.11187692,	-1026.17267692,	222.109789683,	-414.336644378,	-1026.17267692
0.04,	34.3746201225,	-13.6491725214,	0,	3683.68516923,	-9084.85575385,	-1033.17981538,	212.818150285,	-414.38326735,	-1033.17981538
0.04,	34.3746201225,	-13.6491725214,	0,	3681.82867692,	-9101.59963077,	-1040.18695385,	203.898176463,	-414.428025403,	-1040.18695385
0.04,	34.3746201225,	-13.6491725214,	0,	3679.97218462,	-9118.34350769,	-1047.19409231,	195.335001594,	-414.470993134,	-1047.19409231
0.04,	49.7424133406,	-31.1307494944,	0,	3692.42461538,	-9135.08738462,	-1059.28861538,	201.465631602,	-415.211505234,	-1059.28861538
0.04,	49.7424133406,	-31.1307494944,	0,	3704.87704615,	-9151.83126154,	-1071.38313846,	207.35103641,	-415.922396851,	-1071.38313846
0.04,	51.1844608005,	24.208419652,	0,	3707.56147692,	-9168.57513846,	-1071.20012308,	203.681426924,	-414.391286037,	-1071.20012308
0.04,	51.1844608005,	24.208419652,	0,	3710.24590769,	-9185.31901538,	-1071.01710769,	200.158601818,	-412.921419655,	-1071.01710769
0.04,	-14.0644329761,	-60.8505449081,	0,	3734.38018462,	-9202.06289231,	-1070.03593846,	214.758586272,	-414.912706512,	-1070.03593846
0.04,	-14.0644329761,	-60.8505449081,	0,	3758.51446154,	-9218.80676923,	-1069.05476923,	228.774571348,	-416.824341894,	-1069.05476923
0.04,	-14.0644329761,	-60.8505449081,	0,	3782.64873846,	-9235.55064615,	-1068.0736,	242.229917022,	-418.65951186,	-1068.0736
0.04,	-32.024933682,	-34.0772725313,	0,	3788.20886154,	-9252.29452308,	-1087.4192,	236.597441147,	-419.350344133,	-1087.4192
0.04,	-32.024933682,	-34.0772725313,	0,	3793.76898462,	-9269.0384,	-1106.7648,	231.190264308,	-420.013543115,	-1106.7648
0.04,	-8.9256852324,	-16.1405069385,	0,	3813.05156923,	-9285.78227692,	-1096.49932308,	240.096907557,	-419.932743515,	-1096.49932308
0.04,	-8.9256852324,	-16.1405069385,	0,	3832.33415385,	-9302.52615385,	-1086.23384615,	248.647285076,	-419.855175898,	-1086.23384615
0.04,	21.8861155913,	43.91194694,	0,	3842.19889231,	-9319.27003077,	-1074.23483077,	249.04698722,	-417.37861283,	-1074.23483077
0.04,	21.8861155913,	43.91194694,	0,	3852.06363077,	-9336.01390769,	-1062.23581538,	249.430701278,	-415.001112286,	-1062.23581538
0.04,	21.8861155913,	43.91194694,	0,	3861.92836923,	-9352.75778462,	-1050.2368,	249.799066774,	-412.718711763,	-1050.2368
0.04,	-15.5804464629,	56.8194305165,	0,	3869.12787692,	-9369.50166154,	-1041.86178462,	246.095413629,	-410.011307918,	-1041.86178462
0.04,	-15.5804464629,	56.8194305165,	0,	3876.32738462,	-9386.24553846,	-1033.48676923,	242.53990661,	-407.412200227,	-1033.48676923
0.04,	-26.2426289607,	49.12158473,	0,	3883.52689231,	-9402.98941538,	-1045.58067692,	238.700132571,	-405.224970674,	-1045.58067692
0.04,	-26.2426289607,	49.12158473,	0,	3890.7264,	-9419.73329231,	-1057.67458462,	235.013949495,	-403.125230304,	-1057.67458462
0.04,	-44.1848228461,	20.2758222408,	0,	3897.92590769,	-9436.47716923,	-1077.62695385,	230.757525986,	-402.263310049,	-1077.62695385
0.04,	-44.1848228461,	20.2758222408,	0,	3905.12541538,	-9453.22104615,	-1097.57932308,	226.671359417,	-401.435866603,	-1097.57932308
0.04,	-44.1848228461,	20.2758222408,	0,	3912.32492308,	-9469.96492308,	-1117.53169231,	222.748639511,	-400.641520896,	-1117.53169231
0.04,	-40.7707933557,	-27.7855734894,	0,	3919.52443077,	-9486.7088,	-1125.96283077,	219.119389581,	-401.801404846,	-1125.96283077
0.04,	-40.7707933557,	-27.7855734894,	0,	3926.72393846,	-9503.45267692,	-1134.39396923,	215.635309648,	-402.914893438,	-1134.39396923
0.04,	-77.1665291099,	-10.0538402949,	0,	3933.92344615,	-9520.19655385,	-1117.26510769,	210.834763483,	-403.274573158,	-1117.26510769
0.04,	-77.1665291099,	-10.0538402949,	0,	3941.12295385,	-9536.94043077,	-1100.13624615,	206.226239163,	-403.61986569,	-1100.13624615
0.04,	-8.03084282957,	79.8528604237,	0,	3948.32246154,	-9553.68430769,	-1102.35569231,	204.567483268,	-400.355078491,	-1102.35569231
0.04,	-8.03084282957,	79.8528604237,	0,	3955.52196923,	-9570.42818462,	-1104.57513846,	202.975077609,	-397.220882781,	-1104.57513846
0.04,	-8.03084282957,	79.8528604237,	0,	3962.72147692,	-9587.17206154,	-1106.79458462,	201.446368176,	-394.212054899,	-1106.79458462
0.04,	-1.06666014805,	86.494362748,	0,	3969.92098462,	-9601.52024615,	-1109.01403077,	200.257374428,	-388.758055424,	-1109.01403077
0.04,	-1.06666014805,	86.494362748,	0,	3977.12049231,	-9615.86843077,	-1111.23347692,	199.115940429,	-383.522215928,	-1111.23347692
0.04,	-31.3771961311,	-21.3444310547,	0,	3984.32,	-9636.62707692,	-1113.45292308,	196.807742352,	-388.96340484,	-1113.45292308
0.04,	-31.3771961311,	-21.3444310547,	0,	3991.51950769,	-9657.38572308,	-1115.67236923,	194.591872197,	-394.186946197,	-1115.67236923
0.04,	-31.3771961311,	-21.3444310547,	0,	3998.71901538,	-9678.14436923,	-1117.89181538,	192.464636848,	-399.201545899,	-1117.89181538
0.04,	44.1981900486,	28.719457545,	0,	4005.91852308,	-9707.68886154,	-1120.11126154,	193.445506361,	-410.447418376,	-1120.11126154
0.04,	44.1981900486,	28.719457545,	0,	4013.11803077,	-9737.23335385,	-1122.33070769,	194.387141093,	-421.243455955,	-1122.33070769
0.04,	-62.5330041058,	25.6600289412,	0,	4020.31753846,	-9766.75938462,	-1122.97784615,	191.02186267,	-431.712306097,	-1122.97784615
0.04,	-62.5330041058,	25.6600289412,	0,	4027.51704615,	-9796.28541538,	-1123.62498462,	187.791195383,	-441.762402234,	-1123.62498462
