t,x,y,z,Gx,Gy,Gz,FillX,FillY,FillZ
-9.96,	0,	0,	0,	0,	0,	0,	0,	0,	0
0.04,	-6.76038267249,	74.254157235,	0,	1413.99753846,	-3257.56307692,	-300.044923077,	189.438935655,	-444.605209789,	-300.044923077
0.04,	-6.76038267249,	74.254157235,	0,	1421.19704615,	-3271.99126154,	-302.264369231,	188.502490306,	-437.701892339,	-302.264369231
0.04,	69.7696147779,	-16.7843721136,	0,	1428.39655385,	-3276.34006154,	-304.483815385,	190.66470267,	-425.04003953,	-304.483815385
0.04,	69.7696147779,	-16.7843721136,	0,	1435.59606154,	-3280.68886154,	-306.703261538,	192.740426539,	-412.884660834,	-306.703261538
0.04,	-7.09999074309,	-12.3126009281,	0,	1430.17526154,	-3305.35827692,	-308.922707692,	179.542841847,	-420.544417207,	-308.922707692
0.04,	-7.09999074309,	-12.3126009281,	0,	1424.75446154,	-3330.02769231,	-311.142153846,	166.873160544,	-427.897783325,	-311.142153846
0.04,	-7.09999074309,	-12.3126009281,	0,	1416.15889231,	-3366.97833846,	-313.3616,	151.662488031,	-446.746996337,	-313.3616
0.04,	2.49745944231,	-66.4218385661,	0,	1407.56332308,	-3403.92898462,	-315.581046154,	137.444140426,	-467.006610333,	-315.581046154
0.04,	2.49745944231,	-66.4218385661,	0,	1398.96775385,	-3440.87963077,	-317.800492308,	123.794526725,	-486.45583977,	-317.800492308
0.04,	-26.1602713459,	59.2311623148,	0,	1415.23926154,	-3439.54535385,	-320.019938462,	133.416982187,	-463.347453841,	-320.019938462
0.04,	-26.1602713459,	59.2311623148,	0,	1431.51076923,	-3438.21107692,	-322.239384615,	142.65453943,	-441.163403348,	-322.239384615
0.04,	-30.2396160446,	-59.477989374,	0,	1429.64996923,	-3467.91310769,	-324.458830769,	133.952405211,	-454.409936328,	-324.458830769
0.04,	-30.2396160446,	-59.477989374,	0,	1427.78916923,	-3497.61513846,	-326.678276923,	125.598356361,	-467.126607988,	-326.678276923
0.04,	0.0308428477894,	81.5804195638,	0,	1447.66190769,	-3526.53255385,	-328.897723077,	139.653484743,	-472.939045655,	-328.897723077
0.04,	0.0308428477894,	81.5804195638,	0,	1467.53464615,	-3555.44996923,	-331.117169231,	153.14640799,	-478.518985816,	-331.117169231
0.04,	0.0308428477894,	81.5804195638,	0,	1487.40738462,	-3584.36738462,	-333.336615385,	166.099614308,	-483.87572837,	-333.336615385
0.04,	-53.661091306,	33.8801920234,	0,	1489.31704615,	-3616.59556923,	-335.556061538,	159.14246116,	-494.104548785,	-335.556061538
0.04,	-53.661091306,	33.8801920234,	0,	1491.22670769,	-3648.82375385,	-337.775507692,	152.463594139,	-503.924216383,	-337.775507692
0.04,	30.780057995,	-58.9654428584,	0,	1485.57267692,	-3651.60209231,	-339.994953846,	142.168383154,	-488.793070365,	-339.994953846
0.04,	30.780057995,	-58.9654428584,	0,	1479.91864615,	-3654.38043077,	-342.2144,	132.284980609,	-474.267170188,	-342.2144
0.04,	-35.0340343023,	27.4231391555,	0,	1470.63323077,	-3687.89415385,	-344.433846154,	116.678221244,	-486.372731968,	-344.433846154
0.04,	-35.0340343023,	27.4231391555,	0,	1461.34781538,	-3721.40787692,	-346.653292308,	101.695732253,	-497.994071277,	-346.653292308
0.04,	-35.0340343023,	27.4231391555,	0,	1452.0624,	-3754.9216,	-348.872738462,	87.3125428213,	-509.150557014,	-348.872738462
0.04,	25.5175368216,	31.1865738943,	0,	1476.47975385,	-3758.51532308,	-351.092184615,	108.281402274,	-490.987045931,	-351.092184615
0.04,	25.5175368216,	31.1865738943,	0,	1500.89710769,	-3762.10904615,	-353.311630769,	128.411507348,	-473.550075292,	-353.311630769
0.04,	8.29166261221,	-3.29318137138,	0,	1507.82276923,	-3780.68307692,	-355.531076923,	130.255348635,	-472.570869074,	-355.531076923
0.04,	8.29166261221,	-3.29318137138,	0,	1514.74843077,	-3799.25710769,	-357.750523077,	132.025436271,	-471.630831104,	-357.750523077
0.04,	-39.500755776,	50.247504434,	0,	1528.92147692,	-3808.71729231,	-359.969969231,	138.770512897,	-459.837474913,	-359.969969231
0.04,	-39.500755776,	50.247504434,	0,	1543.09452308,	-3818.17747692,	-362.189415385,	145.245786458,	-448.51585297,	-362.189415385
0.04,	34.1951484797,	39.6302114337,	0,	1564.1808,	-3848.28566154,	-364.408861538,	161.046586785,	-457.893867625,	-364.408861538
0.04,	34.1951484797,	39.6302114337,	0,	1585.26707692,	-3878.39384615,	-366.628307692,	176.215355099,	-466.896761693,	-366.628307692
0.04,	34.1951484797,	39.6302114337,	0,	1606.35335385,	-3908.50203077,	-368.847753846,	190.77737268,	-475.539539999,	-368.847753846
0.04,	6.27152484888,	-32.7276224929,	0,	1603.7904,	-3921.12036923,	-371.0672,	180.936703075,	-469.940668222,	-371.0672
0.04,	6.27152484888,	-32.7276224929,	0,	1601.22744615,	-3933.73870769,	-373.286646154,	171.489660253,	-464.565751316,	-373.286646154
0.04,	28.6963930928,	12.6684151569,	0,	1595.35556923,	-3951.72012308,	-375.506092308,	160.140927721,	-462.738543426,	-375.506092308
0.04,	28.6963930928,	12.6684151569,	0,	1589.48369231,	-3969.70153846,	-377.725538462,	149.246144489,	-460.984423852,	-377.725538462
0.04,	39.8791137159,	-9.92806829982,	0,	1584.10596923,	-3986.44541538,	-379.944984615,	139.708849105,	-459.016291476,	-379.944984615
0.04,	39.8791137159,	-9.92806829982,	0,	1578.72824615,	-4003.18929231,	-382.164430769,	130.553045535,	-457.126884395,	-382.164430769
0.04,	39.8791137159,	-9.92806829982,	0,	1573.35052308,	-4019.93316923,	-384.383876923,	121.763474109,	-455.313053597,	-384.383876923
0.04,	5.60215332937,	44.3189645889,	0,	1579.48049231,	-4036.67704615,	-386.603323077,	123.001791739,	-451.401894716,	-386.603323077
0.04,	5.60215332937,	44.3189645889,	0,	1585.61046154,	-4053.42092308,	-388.822769231,	124.190576664,	-447.64718219,	-388.822769231
0.04,	29.9115359291,	-59.195484591,	0,	1597.07766154,	-4070.1648,	-391.042215385,	131.427927035,	-448.183236132,	-391.042215385
0.04,	29.9115359291,	-59.195484591,	0,	1608.54486154,	-4086.90867692,	-393.261661538,	138.375783391,	-448.697847917,	-393.261661538
0.04,	29.9115359291,	-59.195484591,	0,	1615.90252308,	-4103.65255385,	-387.468184615,	141.100568569,	-449.19187523,	-387.468184615
0.04,	-42.9779414084,	18.9374989055,	0,	1623.26018462,	-4120.39643077,	-381.674707692,	140.800783247,	-446.540822111,	-381.674707692
0.04,	-42.9779414084,	18.9374989055,	0,	1630.61784615,	-4137.14030769,	-375.881230769,	140.512989338,	-443.995811116,	-375.881230769
0.04,	-76.0866228012,	-4.99261500921,	0,	1637.97550769,	-4153.88418462,	-380.330830769,	138.912359929,	-442.509805118,	-380.330830769
0.04,	-76.0866228012,	-4.99261500921,	0,	1645.33316923,	-4170.62806154,	-384.780430769,	137.375755697,	-441.08323936,	-384.780430769
0.04,	29.0721020241,	-30.5761397708,	0,	1669.24713846,	-4187.37193846,	-404.514953846,	156.001020011,	-440.737077222,	-404.514953846
0.04,	29.0721020241,	-30.5761397708,	0,	1693.16110769,	-4204.11581538,	-424.249476923,	173.881273753,	-440.404761571,	-424.249476923
0.04,	29.0721020241,	-30.5761397708,	0,	1717.07507692,	-4220.85969231,	-443.984,	191.046317346,	-440.085738545,	-443.984
0.04,	28.1150769966,	21.9789616094,	0,	1718.1392,	-4237.60356923,	-465.636676923,	185.550625886,	-437.677272385,	-465.636676923
0.04,	28.1150769966,	21.9789616094,	0,	1719.20332308,	-4254.34744615,	-487.289353846,	180.274762084,	-435.365144871,	-487.289353846
0.04,	-22.5307338173,	-6.25872931479,	0,	1726.56098462,	-4271.09132308,	-506.764184615,	179.225897325,	-434.275010095,	-506.764184615
0.04,	-22.5307338173,	-6.25872931479,	0,	1733.91864615,	-4287.8352,	-526.239015385,	178.218987156,	-433.22848071,	-526.239015385
0.04,	-34.5692289538,	-20.8279061661,	0,	1727.11753846,	-4304.57907692,	-547.451076923,	163.178395127,	-432.806579574,	-547.451076923
0.04,	-34.5692289538,	-20.8279061661,	0,	1720.31643077,	-4321.32295385,	-568.663138462,	148.739426779,	-432.401554484,	-568.663138462
0.04,	-34.5692289538,	-20.8279061661,	0,	1710.87901538,	-4338.06683077,	-562.608738462,	132.347161781,	-432.012730398,	-562.608738462
0.04,	-37.0270029397,	-29.532576795,	0,	1701.4416,	-4354.81070769,	-556.554338462,	116.512276423,	-431.9876461,	-556.554338462
0.04,	-37.0270029397,	-29.532576795,	0,	1692.00418462,	-4371.55458462,	-550.499938462,	101.310786479,	-431.963565174,	-550.499938462
0.04,	70.3055346861,	-17.2540799927,	0,	1688.59569231,	-4388.29846154,	-563.504615385,	96.7984237917,	-431.449307613,	-563.504615385
0.04,	70.3055346861,	-17.2540799927,	0,	1685.1872,	-4405.04233846,	-576.509292308,	92.4665556121,	-430.955620354,	-576.509292308
0.04,	0.11646737058,	89.8611766644,	0,	1698.20332308,	-4421.78621538,	-577.541046154,	101.268030236,	-426.197070319,	-577.541046154
0.04,	0.11646737058,	89.8611766644,	0,	1711.21944615,	-4438.53009231,	-578.5728,	109.717445876,	-421.628862286,	-578.5728
0.04,	0.11646737058,	89.8611766644,	0,	1724.23556923,	-4455.27396923,	-579.604553846,	117.828884889,	-417.243382574,	-579.604553846
0.04,	44.8164549051,	-34.5763101509,	0,	1731.43507692,	-4472.01784615,	-580.316307692,	121.819915074,	-418.010821523,	-580.316307692
0.04,	44.8164549051,	-34.5763101509,	0,	1738.63458462,	-4488.76172308,	-581.028061538,	125.651304052,	-418.747562915,	-581.028061538
0.04,	23.7412097036,	-26.0141163697,	0,	1745.83409231,	-4505.5056,	-571.175507692,	128.486427663,	-419.112346899,	-571.175507692
0.04,	23.7412097036,	-26.0141163697,	0,	1753.0336,	-4522.24947692,	-561.322953846,	131.208146329,	-419.462539524,	-561.322953846
0.04,	-7.16656265951,	-33.102284032,	0,	1760.23310769,	-4538.99335385,	-566.731323077,	132.584685354,	-420.082251151,	-566.731323077
0.04,	-7.16656265951,	-33.102284032,	0,	1767.43261538,	-4555.73723077,	-572.139692308,	133.906162818,	-420.677174312,	-572.139692308
0.04,	-7.16656265951,	-33.102284032,	0,	1774.63212308,	-4572.48110769,	-577.548061538,	135.174781184,	-421.248300547,	-577.548061538
0.04,	6.83490894612,	-28.146541963,	0,	1781.83163077,	-4589.22498462,	-589.064123077,	136.952713679,	-421.59835205,	-589.064123077
0.04,	6.83490894612,	-28.146541963,	0,	1789.03113846,	-4605.96886154,	-600.580184615,	138.659528874,	-421.934401492,	-600.580184615
0.04,	-46.3720106385,	-39.7093809886,	0,	1796.23064615,	-4622.71273846,	-602.799630769,	138.169794678,	-422.719522518,	-602.799630769
0.04,	-46.3720106385,	-39.7093809886,	0,	1803.43015385,	-4639.45661538,	-605.019076923,	137.69964985,	-423.473238703,	-605.019076923
0.04,	-46.3720106385,	-39.7093809886,	0,	1810.62966154,	-4656.20049231,	-607.238523077,	137.248310815,	-424.196806241,	-607.238523077
0.04,	23.2671234958,	-6.56364934211,	0,	1817.82916923,	-4669.75298462,	-609.457969231,	139.600590707,	-420.50187258,	-609.457969231
0.04,	23.2671234958,	-6.56364934211,	0,	1825.02867692,	-4683.30547692,	-611.677415385,	141.858779403,	-416.954736266,	-611.677415385
0.04,	-12.3861048305,	3.95535205159,	0,	1832.22818462,	-4685.15704615,	-613.896861538,	142.600511419,	-401.895839195,	-613.896861538
0.04,	-12.3861048305,	3.95535205159,	0,	1839.42769231,	-4687.00861538,	-616.116307692,	143.312574153,	-387.439298007,	-616.116307692
0.04,	45.1546348903,	-10.7538037966,	0,	1846.6272,	-4712.62695385,	-618.335753846,	146.297783967,	-396.965483161,	-618.335753846
0.04,	45.1546348903,	-10.7538037966,	0,	1853.82670769,	-4738.24529231,	-620.5552,	149.163585389,	-406.11062091,	-620.5552
0.04,	45.1546348903,	-10.7538037966,	0,	1861.02621538,	-4763.86363077,	-622.774646154,	151.914754754,	-414.889953148,	-622.774646154
0.04,	16.8071649438,	-59.2110422103,	0,	1868.22572308,	-4763.47212308,	-624.994092308,	153.421978546,	-400.286949326,	-624.994092308
0.04,	16.8071649438,	-59.2110422103,	0,	1875.42523077,	-4763.08061538,	-627.213538462,	154.868913386,	-386.268065657,	-627.213538462
0.04,	-44.0682224549,	-13.3691736508,	0,	1882.62473846,	-4780.31556923,	-629.432984615,	153.822955337,	-387.897665669,	-629.432984615
0.04,	-44.0682224549,	-13.3691736508,	0,	1889.82424615,	-4797.55052308,	-631.652430769,	152.81883561,	-389.462081681,	-631.652430769
0.04,	39.3567799598,	32.9969318344,	0,	1897.02375385,	-4815.24763077,	-633.871876923,	155.191880769,	-389.552944525,	-633.871876923
0.04,	39.3567799598,	32.9969318344,	0,	1904.22326154,	-4832.94473846,	-636.091323077,	157.470004121,	-389.640172855,	-636.091323077
0.04,	39.3567799598,	32.9969318344,	0,	1911.42276923,	-4850.64184615,	-638.310769231,	159.657002539,	-389.723912052,	-638.310769231
0.04,	-25.7436858719,	-60.2677608215,	0,	1918.62227692,	-4885.34818462,	-640.530215385,	159.152502387,	-409.863750926,	-640.530215385
0.04,	-25.7436858719,	-60.2677608215,	0,	1925.82178462,	-4920.05452308,	-642.749661538,	158.668182242,	-429.197996245,	-642.749661538
0.04,	2.9215645421,	22.2488245144,	0,	1923.55913846,	-4928.76578462,	-644.969107692,	150.266177226,	-419.502934491,	-644.969107692
0.04,	2.9215645421,	22.2488245144,	0,	1921.29649231,	-4937.47704615,	-647.188553846,	142.200252411,	-410.195675208,	-647.188553846
0.04,	9.88842185881,	-20.9781239272,	0,	1909.23938462,	-4954.37907692,	-649.408,	125.332955804,	-410.852922695,	-649.408
0.04,	9.88842185881,	-20.9781239272,	0,	1897.18227692,	-4971.28110769,	-651.627446154,	109.140351062,	-411.483880283,	-651.627446154
0.04,	9.88842185881,	-20.9781239272,	0,	1885.12516923,	-4988.18313846,	-653.846892308,	93.5954505091,	-412.089599567,	-653.846892308
0.04,	-21.4629224067,	27.3608980841,	0,	1898.09206154,	-5005.08516923,	-656.066338462,	101.441332208,	-410.7375292,	-656.066338462
0.04,	-21.4629224067,	27.3608980841,	0,	1911.05895385,	-5021.9872,	-658.285784615,	108.973378639,	-409.439541647,	-658.285784615
0.04,	25.2227716125,	-20.3386953798,	0,	1933.464,	-5037.00061538,	-660.505230769,	127.132198665,	-408.288386565,	-660.505230769
0.04,	25.2227716125,	-20.3386953798,	0,	1955.86904615,	-5052.01403077,	-662.724676923,	144.564665891,	-407.183277687,	-662.724676923
0.04,	62.7164822453,	-25.1160796752,	0,	1976.37747692,	-5073.96529231,	-664.944123077,	160.978832083,	-412.973800844,	-664.944123077
0.04,	62.7164822453,	-25.1160796752,	0,	1996.88590769,	-5095.91655385,	-667.163569231,	176.736431628,	-418.532703074,	-667.163569231
0.04,	62.7164822453,	-25.1160796752,	0,	2017.39433846,	-5117.86781538,	-669.383015385,	191.863727192,	-423.869249215,	-669.383015385
0.04,	-4.29193777115,	-15.1877720333,	0,	2007.34276923,	-5124.38892308,	-671.602461538,	174.367994132,	-413.782253512,	-671.602461538
0.04,	-4.29193777115,	-15.1877720333,	0,	1997.2912,	-5130.91003077,	-673.821907692,	157.572090394,	-404.098737638,	-673.821907692
0.04,	42.8963339985,	40.4376698356,	0,	1988.81932308,	-5151.61944615,	-676.041353846,	144.852058292,	-406.198320108,	-676.041353846
0.04,	42.8963339985,	40.4376698356,	0,	1980.34744615,	-5172.32886154,	-678.2608,	132.640827474,	-408.213919279,	-678.2608
0.04,	-46.8138059963,	-43.0652456664,	0,	2002.28295385,	-5177.9232,	-680.480246154,	146.52072952,	-398.978537258,	-680.480246154
0.04,	-46.8138059963,	-43.0652456664,	0,	2024.21846154,	-5183.51753846,	-682.699692308,	159.845435484,	-390.112570517,	-682.699692308
0.04,	-46.8138059963,	-43.0652456664,	0,	2046.15396923,	-5189.11187692,	-684.919138462,	172.637153209,	-381.601242446,	-684.919138462
0.04,	23.7947180136,	36.3611319692,	0,	2056.11716923,	-5204.32713846,	-687.138584615,	176.248127801,	-379.489398547,	-687.138584615
0.04,	23.7947180136,	36.3611319692,	0,	2066.08036923,	-5219.5424,	-689.358030769,	179.71466341,	-377.462028403,	-689.358030769
0.04,	-41.1451691042,	19.5498367437,	0,	2061.39187692,	-5250.99643077,	-691.577476923,	166.379317494,	-391.777423336,	-691.577476923
0.04,	-41.1451691042,	19.5498367437,	0,	2056.70338462,	-5282.45046154,	-693.796923077,	153.577385415,	-405.520202471,	-693.796923077
0.04,	-74.694817945,	-9.10609495886,	0,	2076.43704615,	-5283.83064615,	-696.016369231,	163.390812357,	-390.988615401,	-696.016369231
0.04,	-74.694817945,	-9.10609495886,	0,	2096.17070769,	-5285.21083077,	-698.235815385,	172.811702222,	-377.038291814,	-698.235815385
0.04,	-74.694817945,	-9.10609495886,	0,	2115.90436923,	-5286.59101538,	-700.455261538,	181.855756492,	-363.645981171,	-700.455261538
0.04,	-5.87714581133,	-12.7527180006,	0,	2103.03064615,	-5320.4432,	-702.674707692,	161.987666246,	-382.108347875,	-702.674707692
0.04,	-5.87714581133,	-12.7527180006,	0,	2090.15692308,	-5354.29538462,	-704.894153846,	142.91429961,	-399.832219911,	-704.894153846
0.04,	30.8376069081,	12.3999006278,	0,	2110.67458462,	-5389.73464615,	-707.1136,	158.128186979,	-417.364626166,	-707.1136
0.04,	30.8376069081,	12.3999006278,	0,	2131.19224615,	-5425.17390769,	-709.333046154,	172.733518853,	-434.195736171,	-709.333046154
0.04,	44.3568173345,	3.20898237338,	0,	2133.42375385,	-5440.45563077,	-711.552492308,	169.740698177,	-431.370001583,	-711.552492308
0.04,	44.3568173345,	3.20898237338,	0,	2135.65526154,	-5455.73735385,	-713.771938462,	166.867590328,	-428.657296379,	-713.771938462
0.04,	44.3568173345,	3.20898237338,	0,	2134.41169231,	-5466.77723077,	-715.991384615,	160.773332947,	-421.980927075,	-715.991384615
0.04,	27.1059508862,	58.8865083036,	0,	2133.16812308,	-5477.81710769,	-718.210830769,	154.232811203,	-413.344511506,	-718.210830769
0.04,	27.1059508862,	58.8865083036,	0,	2131.92455385,	-5488.85698462,	-720.430276923,	147.953910328,	-405.05355256,	-720.430276923
0.04,	-51.3657921924,	-37.4123366338,	0,	2134.29452308,	-5489.03901538,	-722.649723077,	142.256292689,	-390.522653461,	-722.649723077
0.04,	-51.3657921924,	-37.4123366338,	0,	2136.66449231,	-5489.22104615,	-724.869169231,	136.786579755,	-376.572990326,	-724.869169231
0.04,	-10.2105873984,	49.7735489941,	0,	2135.87938462,	-5513.048,	-727.088615385,	130.152989685,	-382.393004446,	-727.088615385
0.04,	-10.2105873984,	49.7735489941,	0,	2135.09427692,	-5536.87495385,	-729.308061538,	123.784743217,	-387.980218001,	-729.308061538
0.04,	-32.6868510772,	-37.9756710744,	0,	2136.67901538,	-5553.61883077,	-731.527507692,	119.047228368,	-390.05415797,	-731.527507692
0.04,	-32.6868510772,	-37.9756710744,	0,	2138.26375385,	-5570.36270769,	-733.746953846,	114.499214113,	-392.04514034,	-733.746953846
0.04,	-32.6868510772,	-37.9756710744,	0,	2139.84849231,	-5587.10658462,	-735.9664,	110.133120429,	-393.956483416,	-735.9664
0.04,	-6.54426451236,	83.0803176027,	0,	2164.12923077,	-5603.85046154,	-738.185846154,	128.775533954,	-390.949133221,	-738.185846154
0.04,	-6.54426451236,	83.0803176027,	0,	2188.40996923,	-5620.59433846,	-740.405292308,	146.672250939,	-388.062077034,	-740.405292308
0.04,	-14.1965346186,	-43.493892086,	0,	2206.3824,	-5637.33821538,	-742.624738462,	157.491033055,	-390.353471482,	-742.624738462
0.04,	-14.1965346186,	-43.493892086,	0,	2224.35483077,	-5654.08209231,	-744.844184615,	167.877063886,	-392.553210153,	-744.844184615
0.04,	-14.1965346186,	-43.493892086,	0,	2234.42695385,	-5670.82596923,	-740.149784615,	170.2633581,	-394.664959276,	-740.149784615
0.04,	-45.8880015116,	-18.4121587005,	0,	2244.49907692,	-5687.56984615,	-735.455384615,	171.286541869,	-395.688969099,	-735.455384615
0.04,	-45.8880015116,	-18.4121587005,	0,	2254.5712,	-5704.31372308,	-730.760984615,	172.268798288,	-396.67201853,	-730.760984615
0.04,	32.8886560431,	46.9021002515,	0,	2256.59286154,	-5721.0576,	-717.898584615,	168.634387675,	-395.003175624,	-717.898584615
0.04,	32.8886560431,	46.9021002515,	0,	2258.61452308,	-5737.80147692,	-705.036184615,	165.145353487,	-393.401086436,	-705.036184615
0.04,	-45.4378937624,	-0.599188935172,	0,	2257.81403077,	-5754.54535385,	-702.255630769,	155.953550981,	-393.763132382,	-702.255630769
0.04,	-45.4378937624,	-0.599188935172,	0,	2257.01353846,	-5771.28923077,	-699.475076923,	147.129420576,	-394.11069649,	-699.475076923
0.04,	-45.4378937624,	-0.599188935172,	0,	2256.21304615,	-5788.03310769,	-696.694523077,	138.658255387,	-394.444358034,	-696.694523077
0.04,	-50.8105933621,	-30.3032290421,	0,	2251.64147692,	-5804.77698462,	-684.302892308,	126.690794976,	-395.95283472,	-684.302892308
0.04,	-50.8105933621,	-30.3032290421,	0,	2247.06990769,	-5821.52086154,	-671.911261538,	115.202032981,	-397.400972339,	-671.911261538
0.04,	71.8516806536,	10.773741515,	0,	2235.88418462,	-5838.26473846,	-687.264246154,	102.729724734,	-397.148105631,	-687.264246154
0.04,	71.8516806536,	10.773741515,	0,	2224.69846154,	-5855.00861538,	-702.617230769,	90.7563088167,	-396.905353592,	-702.617230769
0.04,	44.8400321759,	-44.6920655696,	0,	2216.98412308,	-5871.75249231,	-718.778215385,	81.513892828,	-398.890943917,	-718.778215385
0.04,	44.8400321759,	-44.6920655696,	0,	2209.26978462,	-5888.49636923,	-734.9392,	72.6411734789,	-400.797110629,	-734.9392
0.04,	44.8400321759,	-44.6920655696,	0,	2227.71298462,	-5905.24024615,	-736.780184615,	89.2345998267,	-402.627030673,	-736.780184615
0.04,	34.3848455783,	-28.7127529289,	0,	2246.15618462,	-5921.98412308,	-738.621169231,	104.746081657,	-403.744581409,	-738.621169231
0.04,	34.3848455783,	-28.7127529289,	0,	2264.59938462,	-5938.728,	-740.462153846,	119.637104214,	-404.817430116,	-740.462153846
0.04,	-37.0379154037,	-50.5067404817,	0,	2279.0992,	-5955.47187692,	-735.709292308,	127.289926198,	-406.719124377,	-735.709292308
0.04,	-37.0379154037,	-50.5067404817,	0,	2293.59901538,	-5972.21575385,	-730.956430769,	134.636635303,	-408.544750867,	-730.956430769
0.04,	-33.3514504409,	-55.7662488413,	0,	2280.99790769,	-5988.95963077,	-723.222646154,	115.820048489,	-410.507732633,	-723.222646154
0.04,	-33.3514504409,	-55.7662488413,	0,	2268.3968,	-6005.70350769,	-715.488861538,	97.7561251472,	-412.392195127,	-715.488861538
0.04,	-33.3514504409,	-55.7662488413,	0,	2255.79569231,	-6022.44738462,	-707.755076923,	80.414758739,	-414.201279122,	-707.755076923
0.04,	26.8937708579,	-61.3789824871,	0,	2269.38658462,	-6039.19126154,	-693.231753846,	91.3211758392,	-416.162509103,	-693.231753846
0.04,	26.8937708579,	-61.3789824871,	0,	2282.97747692,	-6055.93513846,	-678.708430769,	101.791336255,	-418.045289884,	-678.708430769
0.04,	-24.4202253753,	-45.5084939287,	0,	2280.72467692,	-6072.67901538,	-687.3088,	94.5801857901,	-419.217939892,	-687.3088
0.04,	-24.4202253753,	-45.5084939287,	0,	2278.47187692,	-6089.42289231,	-695.909169231,	87.6574813435,	-420.3436839,	-695.909169231
0.04,	27.0657290479,	30.8850222482,	0,	2285.67138462,	-6106.16676923,	-680.700307692,	92.1453386362,	-418.3686575,	-680.700307692
0.04,	27.0657290479,	30.8850222482,	0,	2292.87089231,	-6122.91064615,	-665.491446154,	96.4536816373,	-416.472632156,	-665.491446154
0.04,	27.0657290479,	30.8850222482,	0,	2300.0704,	-6139.65452308,	-650.282584615,	100.589690918,	-414.652447826,	-650.282584615
0.04,	52.7439815045,	-17.8626758889,	0,	2307.26990769,	-6156.3984,	-638.856492308,	105.587389926,	-414.854978795,	-638.856492308
0.04,	52.7439815045,	-17.8626758889,	0,	2314.46941538,	-6173.14227692,	-627.4304,	110.385180974,	-415.049408525,	-627.4304
0.04,	-10.9733930536,	-16.6119024403,	0,	2321.66892308,	-6189.88615385,	-633.172307692,	112.442365398,	-415.186030127,	-633.172307692
0.04,	-10.9733930536,	-16.6119024403,	0,	2328.86843077,	-6206.63003077,	-638.914215385,	114.417262444,	-415.317186866,	-638.914215385
0.04,	35.3458216486,	22.1232327503,	0,	2336.06793846,	-6223.37390769,	-650.448123077,	118.165932197,	-413.893691928,	-650.448123077
0.04,	35.3458216486,	22.1232327503,	0,	2343.26744615,	-6240.11778462,	-661.982030769,	121.76465516,	-412.527136787,	-661.982030769
0.04,	35.3458216486,	22.1232327503,	0,	2350.46695385,	-6256.86166154,	-673.515938462,	125.219429204,	-411.215243851,	-673.515938462
0.04,	-81.0912160057,	-7.80542455829,	0,	2357.66646154,	-6273.60553846,	-675.735384615,	123.87853078,	-411.152972926,	-675.735384615
0.04,	-81.0912160057,	-7.80542455829,	0,	2364.86596923,	-6290.34941538,	-677.954830769,	122.591268293,	-411.093192837,	-677.954830769
0.04,	48.6242730338,	-41.1412262057,	0,	2372.06547692,	-6310.85575385,	-680.174276923,	126.544115868,	-415.981199095,	-680.174276923
0.04,	48.6242730338,	-41.1412262057,	0,	2379.26498462,	-6331.36209231,	-682.393723077,	130.338849539,	-420.673685103,	-682.393723077
0.04,	48.6242730338,	-41.1412262057,	0,	2386.46449231,	-6364.11089231,	-684.613169231,	133.981793863,	-436.931234747,	-684.613169231
0.04,	27.5832819171,	-44.584513101,	0,	2393.664,	-6396.85969231,	-686.832615385,	136.63738077,	-452.676213881,	-686.832615385
0.04,	27.5832819171,	-44.584513101,	0,	2400.86350769,	-6429.60849231,	-689.052061538,	139.1867442,	-467.79139385,	-689.052061538
0.04,	25.745665838,	25.2427983931,	0,	2408.06301538,	-6436.80713846,	-691.271507692,	141.560628451,	-454.980726468,	-691.271507692
0.04,	25.745665838,	25.2427983931,	0,	2415.26252308,	-6444.00578462,	-693.490953846,	143.839557331,	-442.682485781,	-693.490953846
0.04,	26.8273120383,	-51.2270937706,	0,	2422.46203077,	-6455.91212308,	-695.7104,	146.070594904,	-438.454355024,	-695.7104
0.04,	26.8273120383,	-51.2270937706,	0,	2429.66153846,	-6467.81846154,	-697.929846154,	148.212390974,	-434.395349497,	-697.929846154
0.04,	-3.22696620712,	-69.4267011265,	0,	2436.86104615,	-6499.40049231,	-700.149292308,	149.066344071,	-450.1153531,	-700.149292308
0.04,	-3.22696620712,	-69.4267011265,	0,	2444.06055385,	-6530.98252308,	-702.368738462,	149.886139045,	-465.20655656,	-702.368738462
0.04,	-3.22696620712,	-69.4267011265,	0,	2451.26006154,	-6562.56455385,	-704.588184615,	150.673142219,	-479.694111881,	-704.588184615
0.04,	-21.1413424178,	60.4739529686,	0,	2458.45956923,	-6573.65304615,	-706.807630769,	150.712090218,	-468.732341902,	-706.807630769
0.04,	-21.1413424178,	60.4739529686,	0,	2465.65907692,	-6584.74153846,	-709.027076923,	150.749480297,	-458.209042723,	-709.027076923
0.04,	8.71600502792,	-2.70557252531,	0,	2472.85858462,	-6591.41033846,	-711.246523077,	151.979668671,	-446.390951915,	-711.246523077
0.04,	8.71600502792,	-2.70557252531,	0,	2480.05809231,	-6598.07913846,	-713.465969231,	153.16064951,	-435.045584739,	-713.465969231
0.04,	8.71600502792,	-2.70557252531,	0,	2487.2576,	-6604.74793846,	-715.685415385,	154.294391115,	-424.154032251,	-715.685415385
