t,x,y,z,Gx,Gy,Gz,FillX,FillY,FillZ
0.04,	-6.76038267249,	74.254157235,	0,	2350.56290076,	-1920.63480916,	418.46351145,	53.8050860786,	-113.508436192,	418.46351145
0.04,	-6.76038267249,	74.254157235,	0,	2352.32934351,	-1923.62027481,	417.89319084,	53.0782523667,	-108.863979478,	417.89319084
0.04,	-6.76038267249,	74.254157235,	0,	2354.09578626,	-1926.60574046,	417.322870229,	52.3804920033,	-104.405301032,	417.322870229
0.04,	69.7696147779,	-16.7843721136,	0,	2355.86222901,	-1924.58998473,	416.752549618,	54.7718419525,	-98.9653383792,	416.752549618
0.04,	69.7696147779,	-16.7843721136,	0,	2357.62867176,	-1922.57422901,	416.182229008,	57.0675379037,	-93.7429742324,	416.182229008
0.04,	-7.09999074309,	-12.3126009281,	0,	2353.13312977,	-1930.64122137,	415.611908397,	50.1851164525,	-98.230071972,	415.611908397
0.04,	-7.09999074309,	-12.3126009281,	0,	2348.63758779,	-1938.70821374,	415.041587786,	43.5779918593,	-102.537685802,	415.041587786
0.04,	-7.09999074309,	-12.3126009281,	0,	2342.56677863,	-1952.86894656,	414.471267176,	35.7228957613,	-112.522985918,	414.471267176
0.04,	2.49745944231,	-66.4218385661,	0,	2336.49596947,	-1967.02967939,	413.900946565,	28.5659015146,	-124.273243536,	413.900946565
0.04,	2.49745944231,	-66.4218385661,	0,	2330.42516031,	-1981.19041221,	413.330625954,	21.6951870379,	-135.553490849,	413.330625954
0.04,	-26.1602713459,	59.2311623148,	0,	2336.6929771,	-1976.35480916,	412.760305344,	25.7980728246,	-123.119925791,	412.760305344
0.04,	-26.1602713459,	59.2311623148,	0,	2342.96079389,	-1971.51920611,	412.189984733,	29.73684318,	-111.183703335,	412.189984733
0.04,	-30.2396160446,	-59.477989374,	0,	2340.23166412,	-1982.08329771,	411.619664122,	24.7178202308,	-119.257002716,	411.619664122
0.04,	-30.2396160446,	-59.477989374,	0,	2337.50253435,	-1992.64738931,	411.049343511,	19.8995581997,	-127.007370121,	411.049343511
0.04,	0.0308428477894,	81.5804195638,	0,	2345.55722137,	-2002.82216794,	410.479022901,	26.8373091276,	-128.431646014,	410.479022901
0.04,	0.0308428477894,	81.5804195638,	0,	2353.6119084,	-2012.99694656,	409.90870229,	33.4975500184,	-129.798950872,	409.90870229
0.04,	0.0308428477894,	81.5804195638,	0,	2361.66659542,	-2023.17172519,	409.338381679,	39.8913812735,	-131.111563536,	409.338381679
0.04,	-53.661091306,	33.8801920234,	0,	2360.80830534,	-2034.98925191,	408.768061069,	35.3253238971,	-135.856718962,	408.768061069
0.04,	-53.661091306,	33.8801920234,	0,	2359.95001527,	-2046.80677863,	408.197740458,	30.9419088157,	-140.412068172,	408.197740458
0.04,	30.780057995,	-58.9654428584,	0,	2355.33874809,	-2044.01178626,	407.627419847,	26.5086182943,	-134.471010487,	407.627419847
0.04,	30.780057995,	-58.9654428584,	0,	2350.72748092,	-2041.21679389,	407.057099237,	22.2526593938,	-128.76759511,	407.057099237
0.04,	-35.0340343023,	27.4231391555,	0,	2344.31438168,	-2053.67218321,	406.486778626,	13.8046163787,	-134.47713948,	406.486778626
0.04,	-35.0340343023,	27.4231391555,	0,	2337.90128244,	-2066.12757252,	405.916458015,	5.69449508432,	-139.958302075,	405.916458015
0.04,	-35.0340343023,	27.4231391555,	0,	2331.48818321,	-2078.58296183,	405.346137405,	-2.09122135832,	-145.220218167,	405.346137405
0.04,	25.5175368216,	31.1865738943,	0,	2341.79783206,	-2076.19254962,	404.775816794,	8.91039186964,	-135.869150759,	404.775816794
0.04,	25.5175368216,	31.1865738943,	0,	2352.10748092,	-2073.8021374,	404.205496183,	19.4719405685,	-126.892126048,	404.205496183
0.04,	8.29166261221,	-3.29318137138,	0,	2353.7380458,	-2078.84470229,	403.635175573,	20.5900717403,	-126.789030551,	403.635175573
0.04,	8.29166261221,	-3.29318137138,	0,	2355.36861069,	-2083.88726718,	403.064854962,	21.6634776653,	-126.690058873,	403.064854962
0.04,	-39.500755776,	50.247504434,	0,	2360.59520611,	-2084.40769466,	402.494534351,	24.2344399307,	-120.112166723,	402.494534351
0.04,	-39.500755776,	50.247504434,	0,	2365.82180153,	-2084.92812214,	401.92421374,	26.7025637054,	-113.797390258,	401.92421374
0.04,	34.1951484797,	39.6302114337,	0,	2374.47862595,	-2095.69374046,	401.35389313,	35.3128185468,	-117.995279778,	401.35389313
0.04,	34.1951484797,	39.6302114337,	0,	2383.13545038,	-2106.45935878,	400.783572519,	43.5786631945,	-122.025253718,	400.783572519
0.04,	34.1951484797,	39.6302114337,	0,	2391.79227481,	-2117.2249771,	400.213251908,	51.5138740563,	-125.894028699,	400.213251908
0.04,	6.27152484888,	-32.7276224929,	0,	2388.71474809,	-2119.31242748,	399.642931298,	46.7497544391,	-124.171324818,	399.642931298
0.04,	6.27152484888,	-32.7276224929,	0,	2385.63722137,	-2121.39987786,	399.072610687,	42.1761996067,	-122.517529091,	399.072610687
0.04,	28.6963930928,	12.6684151569,	0,	2380.9178626,	-2126.14839695,	398.502290076,	37.1064229186,	-121.668669642,	398.502290076
0.04,	28.6963930928,	12.6684151569,	0,	2376.19850382,	-2130.89691603,	397.931969466,	32.2394372981,	-120.85376457,	397.931969466
0.04,	39.8791137159,	-9.92806829982,	0,	2371.72433588,	-2135.03138931,	397.361648855,	28.2498231335,	-120.385831071,	397.361648855
0.04,	39.8791137159,	-9.92806829982,	0,	2367.25016794,	-2139.1658626,	396.791328244,	24.4197935354,	-119.936614911,	396.791328244
0.04,	39.8791137159,	-9.92806829982,	0,	2362.776,	-2143.30033588,	396.221007634,	20.7429651212,	-119.505367398,	396.221007634
0.04,	5.60215332937,	44.3189645889,	0,	2364.01175573,	-2147.43480916,	395.650687023,	21.3236581457,	-116.921488469,	395.650687023
0.04,	5.60215332937,	44.3189645889,	0,	2365.24751145,	-2151.56928244,	395.080366412,	21.8811234493,	-114.440964698,	395.080366412
0.04,	29.9115359291,	-59.195484591,	0,	2369.13151145,	-2155.70375573,	394.510045802,	25.9309799485,	-116.200239845,	394.510045802
0.04,	29.9115359291,	-59.195484591,	0,	2373.01551145,	-2159.83822901,	393.939725191,	29.8188421877,	-117.889143986,	393.939725191
0.04,	29.9115359291,	-59.195484591,	0,	2374.86042748,	-2163.97270229,	397.345282443,	31.5936693267,	-119.510491961,	397.345282443
0.04,	-42.9779414084,	18.9374989055,	0,	2376.70534351,	-2168.10717557,	400.750839695,	30.3819242866,	-117.941666678,	400.750839695
0.04,	-42.9779414084,	18.9374989055,	0,	2378.55025954,	-2172.24164885,	404.156396947,	29.2186490481,	-116.435594406,	404.156396947
0.04,	-76.0866228012,	-4.99261500921,	0,	2380.39517557,	-2176.37612214,	402.47951145,	26.7775575634,	-115.946969581,	402.47951145
0.04,	-76.0866228012,	-4.99261500921,	0,	2382.2400916,	-2180.51059542,	400.802625954,	24.4341097381,	-115.477889749,	400.802625954
0.04,	29.0721020241,	-30.5761397708,	0,	2392.29996947,	-2184.6450687,	391.541618321,	34.2771121777,	-116.050914101,	391.541618321
0.04,	29.0721020241,	-30.5761397708,	0,	2402.35984733,	-2188.77954198,	382.280610687,	43.7263945196,	-116.601017479,	382.280610687
0.04,	29.0721020241,	-30.5761397708,	0,	2412.41972519,	-2192.91401527,	373.019603053,	52.7977055679,	-117.129116722,	373.019603053
0.04,	28.1150769966,	21.9789616094,	0,	2411.14189313,	-2197.04848855,	362.806839695,	50.5836816464,	-115.53388794,	362.806839695
0.04,	28.1150769966,	21.9789616094,	0,	2409.86406107,	-2201.18296183,	352.594076336,	48.4582186818,	-114.002468309,	352.594076336
0.04,	-22.5307338173,	-6.25872931479,	0,	2411.7089771,	-2205.31743511,	343.461923664,	47.3897799712,	-113.6618131,	343.461923664
0.04,	-22.5307338173,	-6.25872931479,	0,	2413.55389313,	-2209.4519084,	334.329770992,	46.3640788089,	-113.3347841,	334.329770992
0.04,	-34.5692289538,	-20.8279061661,	0,	2408.37346565,	-2213.58638168,	324.335633588,	38.1535361167,	-113.603603334,	324.335633588
0.04,	-34.5692289538,	-20.8279061661,	0,	2403.19303817,	-2217.72085496,	314.341496183,	30.2714151322,	-113.861669798,	314.341496183
0.04,	-34.5692289538,	-20.8279061661,	0,	2396.70451908,	-2221.85532824,	317.876519084,	21.4488110482,	-114.109413604,	317.876519084
0.04,	-37.0270029397,	-29.532576795,	0,	2390.216,	-2225.98980153,	321.411541985,	12.8808001681,	-114.695434483,	321.411541985
0.04,	-37.0270029397,	-29.532576795,	0,	2383.72748092,	-2230.12427481,	324.946564885,	4.65550972314,	-115.258014527,	324.946564885
0.04,	70.3055346861,	-17.2540799927,	0,	2380.23041221,	-2234.25874809,	319.024793893,	3.92432476746,	-115.306951496,	319.024793893
0.04,	70.3055346861,	-17.2540799927,	0,	2376.73334351,	-2238.39322137,	313.103022901,	3.22238721001,	-115.353930987,	313.103022901
0.04,	0.11646737058,	89.8611766644,	0,	2381.38589313,	-2242.52769466,	313.122015267,	7.56459805002,	-111.114421032,	313.122015267
0.04,	0.11646737058,	89.8611766644,	0,	2386.03844275,	-2246.66216794,	313.141007634,	11.7331204564,	-107.044491476,	313.141007634
0.04,	0.11646737058,	89.8611766644,	0,	2390.69099237,	-2250.79664122,	313.16,	15.7349019666,	-103.137359101,	313.16
0.04,	44.8164549051,	-34.5763101509,	0,	2392.45743511,	-2254.9311145,	313.337770992,	18.5939491223,	-104.364011494,	313.337770992
0.04,	44.8164549051,	-34.5763101509,	0,	2394.22387786,	-2259.06558779,	313.515541985,	21.3386343918,	-105.541597792,	313.515541985
0.04,	23.7412097036,	-26.0141163697,	0,	2395.99032061,	-2263.20006107,	318.935145038,	23.1305224424,	-106.329592886,	318.935145038
0.04,	23.7412097036,	-26.0141163697,	0,	2397.75676336,	-2267.33453435,	324.354748092,	24.850734971,	-107.086068177,	324.354748092
0.04,	-7.16656265951,	-33.102284032,	0,	2399.52320611,	-2271.46900763,	322.202137405,	25.265828104,	-108.095811162,	322.202137405
0.04,	-7.16656265951,	-33.102284032,	0,	2401.28964885,	-2275.60348092,	320.049526718,	25.6643175116,	-109.065164428,	320.049526718
0.04,	-7.16656265951,	-33.102284032,	0,	2403.0560916,	-2279.7379542,	317.896916031,	26.0468673429,	-109.995743563,	317.896916031
0.04,	6.83490894612,	-28.146541963,	0,	2404.82253435,	-2283.87242748,	312.713770992,	26.9741740452,	-110.69086985,	312.713770992
0.04,	6.83490894612,	-28.146541963,	0,	2406.5889771,	-2288.00690076,	307.530625954,	27.8643884794,	-111.358191086,	307.530625954
0.04,	-46.3720106385,	-39.7093809886,	0,	2408.35541985,	-2292.14137405,	306.960305344,	26.5907175529,	-112.461333033,	306.960305344
0.04,	-46.3720106385,	-39.7093809886,	0,	2410.1218626,	-2296.27584733,	306.389984733,	25.3679934634,	-113.520349303,	306.389984733
0.04,	-46.3720106385,	-39.7093809886,	0,	2411.88830534,	-2300.41032061,	305.819664122,	24.1941783375,	-114.537004921,	305.819664122
0.04,	23.2671234958,	-6.56364934211,	0,	2413.65474809,	-2302.96128244,	305.249343511,	25.852881182,	-112.666994057,	305.249343511
0.04,	23.2671234958,	-6.56364934211,	0,	2415.42119084,	-2305.51224427,	304.679022901,	27.4452359127,	-110.871783627,	304.679022901
0.04,	-12.3861048305,	3.95535205159,	0,	2417.18763359,	-2302.25740458,	304.10870229,	27.5477673211,	-103.154052093,	304.10870229
0.04,	-12.3861048305,	3.95535205159,	0,	2418.95407634,	-2299.00256489,	303.538381679,	27.6461974732,	-95.7450298203,	303.538381679
0.04,	45.1546348903,	-10.7538037966,	0,	2420.72051908,	-2307.54039695,	302.968061069,	30.0423200081,	-100.541699558,	302.968061069
0.04,	45.1546348903,	-10.7538037966,	0,	2422.48696183,	-2316.07822901,	302.397740458,	32.3425976416,	-105.146502506,	302.397740458
0.04,	45.1546348903,	-10.7538037966,	0,	2424.25340458,	-2324.61606107,	301.827419847,	34.5508641697,	-109.567113336,	301.827419847
0.04,	16.8071649438,	-59.2110422103,	0,	2426.01984733,	-2320.24824427,	301.257099237,	35.5369012388,	-103.359766369,	301.257099237
0.04,	16.8071649438,	-59.2110422103,	0,	2427.78629008,	-2315.88042748,	300.686778626,	36.4834968252,	-97.4007132807,	300.686778626
0.04,	-44.0682224549,	-13.3691736508,	0,	2429.55273282,	-2320.25856489,	300.116458015,	34.9572130921,	-98.2424636039,	300.116458015
0.04,	-44.0682224549,	-13.3691736508,	0,	2431.31917557,	-2324.63670229,	299.546137405,	33.4919807084,	-99.0505439142,	299.546137405
0.04,	39.3567799598,	32.9969318344,	0,	2433.08561832,	-2329.24415267,	298.975816794,	35.4223577166,	-98.1917972507,	298.975816794
0.04,	39.3567799598,	32.9969318344,	0,	2434.85206107,	-2333.85160305,	298.405496183,	37.2755196445,	-97.3674004537,	298.405496183
0.04,	39.3567799598,	32.9969318344,	0,	2436.61850382,	-2338.45905344,	297.835175573,	39.0545550953,	-96.5759795286,	297.835175573
0.04,	-25.7436858719,	-60.2677608215,	0,	2438.38494656,	-2351.50619847,	297.264854962,	38.1584104948,	-107.648910017,	297.264854962
0.04,	-25.7436858719,	-60.2677608215,	0,	2440.15138931,	-2364.55334351,	296.694534351,	37.2981116783,	-118.278923286,	296.694534351
0.04,	2.9215645421,	22.2488245144,	0,	2437.22287023,	-2364.70216794,	296.12421374,	33.1116714722,	-112.800684824,	296.12421374
0.04,	2.9215645421,	22.2488245144,	0,	2434.29435115,	-2364.85099237,	295.55389313,	29.0926888744,	-107.541575901,	295.55389313
0.04,	9.88842185881,	-20.9781239272,	0,	2426.50598473,	-2369.06393893,	294.983572519,	20.8476864381,	-108.123466524,	294.983572519
0.04,	9.88842185881,	-20.9781239272,	0,	2418.71761832,	-2373.2768855,	294.413251908,	12.9324840992,	-108.682081523,	294.413251908
0.04,	9.88842185881,	-20.9781239272,	0,	2410.92925191,	-2377.48983206,	293.842931298,	5.33388985384,	-109.218351921,	293.842931298
0.04,	-21.4629224067,	27.3608980841,	0,	2415.55737405,	-2381.70277863,	293.272610687,	8.70501461533,	-107.799610623,	293.272610687
0.04,	-21.4629224067,	27.3608980841,	0,	2420.18549618,	-2385.91572519,	292.702290076,	11.9412943864,	-106.437618977,	292.702290076
0.04,	25.2227716125,	-20.3386953798,	0,	2429.49667176,	-2389.19157252,	292.131969466,	21.411282025,	-106.138475468,	292.131969466
0.04,	25.2227716125,	-20.3386953798,	0,	2438.80784733,	-2392.46741985,	291.561648855,	30.5024701581,	-105.8512977,	291.561648855
0.04,	62.7164822453,	-25.1160796752,	0,	2447.1779542,	-2399.18570992,	290.991328244,	39.826333237,	-109.071447452,	290.991328244
0.04,	62.7164822453,	-25.1160796752,	0,	2455.54806107,	-2405.904,	290.421007634,	48.7772417928,	-112.162791215,	290.421007634
0.04,	62.7164822453,	-25.1160796752,	0,	2463.91816794,	-2412.62229008,	289.850687023,	57.3701140063,	-115.130481226,	289.850687023
0.04,	-4.29193777115,	-15.1877720333,	0,	2457.12491603,	-2411.68439695,	289.280366412,	48.3821101032,	-110.232395454,	289.280366412
0.04,	-4.29193777115,	-15.1877720333,	0,	2450.33166412,	-2410.74650382,	288.710045802,	39.7536263561,	-105.530233113,	288.710045802
0.04,	42.8963339985,	40.4376698356,	0,	2444.32222901,	-2416.84861069,	288.139725191,	34.1102769519,	-105.54953959,	288.139725191
0.04,	42.8963339985,	40.4376698356,	0,	2438.31279389,	-2422.95071756,	287.56940458,	28.6926615238,	-105.568073808,	287.56940458
0.04,	-46.8138059963,	-43.0652456664,	0,	2447.39099237,	-2421.5529771,	286.999083969,	34.3874733574,	-101.726129843,	286.999083969
0.04,	-46.8138059963,	-43.0652456664,	0,	2456.46919084,	-2420.15523664,	286.428763359,	39.8544927176,	-98.0378636363,	286.428763359
0.04,	-46.8138059963,	-43.0652456664,	0,	2465.54738931,	-2418.75749618,	285.858442748,	45.1028313034,	-94.4971280778,	285.858442748
0.04,	23.7947180136,	36.3611319692,	0,	2468.68512977,	-2422.13349618,	285.288122137,	47.2627376115,	-92.5037576759,	285.288122137
0.04,	23.7947180136,	36.3611319692,	0,	2471.82287023,	-2425.50949618,	284.717801527,	49.3362476673,	-90.5901220901,	284.717801527
0.04,	-41.1451691042,	19.5498367437,	0,	2467.69068702,	-2436.94290076,	284.147480916,	41.7500951185,	-97.1605921337,	284.147480916
0.04,	-41.1451691042,	19.5498367437,	0,	2463.55850382,	-2448.37630534,	283.577160305,	34.4673886718,	-103.468243376,	283.577160305
0.04,	-74.694817945,	-9.10609495886,	0,	2471.54418321,	-2444.88757252,	283.006839695,	37.7671526208,	-96.3445739274,	283.006839695
0.04,	-74.694817945,	-9.10609495886,	0,	2479.5298626,	-2441.39883969,	282.436519084,	40.9349260119,	-89.5058512572,	282.436519084
0.04,	-74.694817945,	-9.10609495886,	0,	2487.51554198,	-2437.91010687,	281.866198473,	43.9759884674,	-82.9406774939,	281.866198473
0.04,	-5.87714581133,	-12.7527180006,	0,	2479.32198473,	-2450.53343511,	281.295877863,	34.1160481344,	-92.2515542286,	281.295877863
0.04,	-5.87714581133,	-12.7527180006,	0,	2471.12842748,	-2463.15676336,	280.725557252,	24.6505054148,	-101.189995894,	280.725557252
0.04,	30.8376069081,	12.3999006278,	0,	2479.5031145,	-2476.56757252,	280.155236641,	32.9376890165,	-109.520776827,	280.155236641
0.04,	30.8376069081,	12.3999006278,	0,	2487.87780153,	-2489.97838168,	279.584916031,	40.8933852741,	-117.518326523,	279.584916031
0.04,	44.3568173345,	3.20898237338,	0,	2487.17920611,	-2493.38735878,	279.01459542,	40.3612709535,	-115.961852182,	279.01459542
0.04,	44.3568173345,	3.20898237338,	0,	2486.48061069,	-2496.79633588,	278.444274809,	39.8504412057,	-114.467636815,	278.444274809
0.04,	44.3568173345,	3.20898237338,	0,	2484.05774046,	-2498.10058015,	277.873954198,	37.704740831,	-111.012646551,	277.873954198
0.04,	27.1059508862,	58.8865083036,	0,	2481.63487023,	-2499.40482443,	277.303633588,	34.9548338133,	-105.468754861,	277.303633588
0.04,	27.1059508862,	58.8865083036,	0,	2479.212,	-2500.7090687,	276.733312977,	32.3149230764,	-100.146618838,	276.733312977
0.04,	-51.3657921924,	-37.4123366338,	0,	2478.58210687,	-2496.62583206,	276.162992366,	28.3629970611,	-93.7173403746,	276.162992366
0.04,	-51.3657921924,	-37.4123366338,	0,	2477.95221374,	-2492.54259542,	275.592671756,	24.5691480864,	-87.5452330494,	275.592671756
0.04,	-10.2105873984,	49.7735489941,	0,	2475.75682443,	-2500.19157252,	275.022351145,	21.0703849265,	-89.3954997829,	275.022351145
0.04,	-10.2105873984,	49.7735489941,	0,	2473.56143511,	-2507.84054962,	274.452030534,	17.7115722931,	-91.1717558471,	274.452030534
0.04,	-32.6868510772,	-37.9756710744,	0,	2472.54192366,	-2511.9750229,	273.881709924,	14.7169043659,	-93.0130068073,	273.881709924
0.04,	-32.6868510772,	-37.9756710744,	0,	2471.52241221,	-2516.10949618,	273.311389313,	11.8420231558,	-94.7806077291,	273.311389313
0.04,	-32.6868510772,	-37.9756710744,	0,	2470.50290076,	-2520.24396947,	272.741068702,	9.0821371941,	-96.4775046141,	272.741068702
0.04,	-6.54426451236,	83.0803176027,	0,	2480.74476336,	-2524.37844275,	272.170748092,	18.2892692174,	-93.2642860766,	272.170748092
0.04,	-6.54426451236,	83.0803176027,	0,	2490.98662595,	-2528.51291603,	271.600427481,	27.1281159599,	-90.1795962805,	271.600427481
0.04,	-14.1965346186,	-43.493892086,	0,	2498.09841221,	-2532.64738931,	271.03010687,	32.3024447459,	-92.2812624639,	271.03010687
0.04,	-14.1965346186,	-43.493892086,	0,	2505.21019847,	-2536.7818626,	270.45978626,	37.2698003805,	-94.2988619999,	270.45978626
0.04,	-14.1965346186,	-43.493892086,	0,	2508.40198473,	-2540.91633588,	273.32,	38.2752617897,	-96.2357575545,	273.32
0.04,	-45.8880015116,	-18.4121587005,	0,	2511.59377099,	-2545.05080916,	276.18021374,	37.9728460668,	-97.0919079515,	276.18021374
0.04,	-45.8880015116,	-18.4121587005,	0,	2514.78555725,	-2549.18528244,	279.040427481,	37.6825269728,	-97.9138123326,	279.040427481
0.04,	32.8886560431,	46.9021002515,	0,	2513.98283969,	-2553.31975573,	285.953465649,	36.7201632806,	-96.0902701804,	285.953465649
0.04,	32.8886560431,	46.9021002515,	0,	2513.18012214,	-2557.45422901,	292.866503817,	35.7962941362,	-94.3396697143,	292.866503817
0.04,	-45.4378937624,	-0.599188935172,	0,	2510.97709924,	-2561.58870229,	294.777099237,	30.4320246355,	-94.5591448342,	294.777099237
0.04,	-45.4378937624,	-0.599188935172,	0,	2508.77407634,	-2565.72317557,	296.687694656,	25.2823259149,	-94.7698409494,	296.687694656
0.04,	-45.4378937624,	-0.599188935172,	0,	2506.57105344,	-2569.85764885,	298.598290076,	20.338615143,	-94.97210922,	298.598290076
0.04,	-50.8105933621,	-30.3032290421,	0,	2502.4968855,	-2573.99212214,	305.277740458,	13.5814455814,	-96.354448364,	305.277740458
0.04,	-50.8105933621,	-30.3032290421,	0,	2498.42271756,	-2578.12659542,	311.95719084,	7.09456280233,	-97.6814939423,	311.95719084
0.04,	71.8516806536,	10.773741515,	0,	2491.06671756,	-2582.2610687,	304.870229008,	2.62308751638,	-97.3123788751,	304.870229008
0.04,	71.8516806536,	10.773741515,	0,	2483.71071756,	-2586.39554198,	297.783267176,	-1.66952875813,	-96.9580284107,	297.783267176
0.04,	44.8400321759,	-44.6920655696,	0,	2478.07716031,	-2590.53001527,	290.295389313,	-5.2173612826,	-98.8364842482,	290.295389313
0.04,	44.8400321759,	-44.6920655696,	0,	2472.44360305,	-2594.66448855,	282.80751145,	-8.62328050609,	-100.639801852,	282.80751145
0.04,	44.8400321759,	-44.6920655696,	0,	2479.7889771,	-2598.79896183,	282.424977099,	0.566811085161,	-102.370986752,	282.424977099
0.04,	34.3848455783,	-28.7127529289,	0,	2487.13435115,	-2602.93343511,	282.042442748,	8.97109154885,	-103.39375175,	282.042442748
0.04,	34.3848455783,	-28.7127529289,	0,	2494.47972519,	-2607.0679084,	281.659908397,	17.039200794,	-104.375606149,	281.659908397
0.04,	-37.0379154037,	-50.5067404817,	0,	2499.86845802,	-2611.20238168,	284.549129771,	20.0492996575,	-106.189945873,	284.549129771
0.04,	-37.0379154037,	-50.5067404817,	0,	2505.25719084,	-2615.33685496,	287.438351145,	22.9389945665,	-107.931712009,	287.438351145
0.04,	-33.3514504409,	-55.7662488413,	0,	2497.19890076,	-2619.47132824,	291.806656489,	12.951418293,	-109.814187833,	291.806656489
0.04,	-33.3514504409,	-55.7662488413,	0,	2489.14061069,	-2623.60580153,	296.174961832,	3.36334507033,	-111.621364624,	296.174961832
0.04,	-33.3514504409,	-55.7662488413,	0,	2481.08232061,	-2627.74027481,	300.543267176,	-5.84120522341,	-113.356254344,	300.543267176
0.04,	26.8937708579,	-61.3789824871,	0,	2486.02006107,	-2631.87474809,	308.280427481,	0.208424659539,	-115.246257821,	308.280427481
0.04,	26.8937708579,	-61.3789824871,	0,	2490.95780153,	-2636.00922137,	316.017587786,	6.01606934717,	-117.060661159,	316.017587786
0.04,	-24.4202253753,	-45.5084939287,	0,	2488.03416794,	-2640.14369466,	312.281160305,	1.99192931399,	-118.167668821,	312.281160305
0.04,	-24.4202253753,	-45.5084939287,	0,	2485.11053435,	-2644.27816794,	308.544732824,	-1.87124511785,	-119.230396176,	308.544732824
0.04,	27.0657290479,	30.8850222482,	0,	2486.8769771,	-2648.41264122,	316.622045802,	0.982018886946,	-117.19487379,	316.622045802
0.04,	27.0657290479,	30.8850222482,	0,	2488.64341985,	-2652.5471145,	324.699358779,	3.72115233155,	-115.2407723,	324.699358779
0.04,	27.0657290479,	30.8850222482,	0,	2490.4098626,	-2656.68158779,	332.776671756,	6.35072043838,	-113.364834869,	332.776671756
0.04,	52.7439815045,	-17.8626758889,	0,	2492.17630534,	-2660.81606107,	338.977038168,	9.90223591919,	-113.513842861,	338.977038168
0.04,	52.7439815045,	-17.8626758889,	0,	2493.94274809,	-2664.95053435,	345.17740458,	13.3116907808,	-113.656890533,	345.17740458
0.04,	-10.9733930536,	-16.6119024403,	0,	2495.70919084,	-2669.08500763,	342.85929771,	14.0360724656,	-113.744185361,	342.85929771
0.04,	-10.9733930536,	-16.6119024403,	0,	2497.47563359,	-2673.21948092,	340.54119084,	14.731478883,	-113.827988395,	340.54119084
0.04,	35.3458216486,	22.1232327503,	0,	2499.24207634,	-2677.3539542,	335.34919084,	17.2518376318,	-112.359033901,	335.34919084
0.04,	35.3458216486,	22.1232327503,	0,	2501.00851908,	-2681.48842748,	330.15719084,	19.6713820306,	-110.948837586,	330.15719084
0.04,	35.3458216486,	22.1232327503,	0,	2502.77496183,	-2685.62290076,	324.96519084,	21.9941446535,	-109.595049123,	324.96519084
0.04,	-81.0912160057,	-7.80542455829,	0,	2504.54140458,	-2689.75737405,	324.394870229,	19.5665152653,	-109.492558492,	324.394870229
0.04,	-81.0912160057,	-7.80542455829,	0,	2506.30784733,	-2693.89184733,	323.824549618,	17.2359910526,	-109.394167486,	323.824549618
0.04,	48.6242730338,	-41.1412262057,	0,	2508.07429008,	-2699.89319084,	323.254229008,	20.18730737,	-112.425339605,	323.254229008
0.04,	48.6242730338,	-41.1412262057,	0,	2509.84073282,	-2705.89453435,	322.683908397,	23.0205710348,	-115.33526484,	322.683908397
0.04,	48.6242730338,	-41.1412262057,	0,	2511.60717557,	-2717.97038168,	322.113587786,	25.7405041529,	-123.96031673,	322.113587786
0.04,	27.5832819171,	-44.584513101,	0,	2513.37361832,	-2730.04622901,	321.543267176,	27.5100003016,	-132.37809802,	321.543267176
0.04,	27.5832819171,	-44.584513101,	0,	2515.14006107,	-2742.12207634,	320.972946565,	29.2087166044,	-140.459168058,	320.972946565
0.04,	25.745665838,	25.2427983931,	0,	2516.90650382,	-2741.52036641,	320.402625954,	30.7659796119,	-133.253447874,	320.402625954
0.04,	25.745665838,	25.2427983931,	0,	2518.67294656,	-2740.91865649,	319.832305344,	32.2609520991,	-126.335956496,	319.832305344
0.04,	26.8273120383,	-51.2270937706,	0,	2520.43938931,	-2742.65282443,	319.261984733,	33.7393915349,	-124.996403209,	319.261984733
0.04,	26.8273120383,	-51.2270937706,	0,	2522.20583206,	-2744.38699237,	318.691664122,	35.1586933932,	-123.710432053,	318.691664122
0.04,	-3.22696620712,	-69.4267011265,	0,	2523.97227481,	-2755.8839084,	318.121343511,	35.3190520473,	-132.576122205,	318.121343511
0.04,	-3.22696620712,	-69.4267011265,	0,	2525.73871756,	-2767.38082443,	317.551022901,	35.4729963553,	-141.087184751,	317.551022901
0.04,	-3.22696620712,	-69.4267011265,	0,	2527.50516031,	-2778.87774046,	316.98070229,	35.620782891,	-149.257804795,	316.98070229
0.04,	-21.1413424178,	60.4739529686,	0,	2529.27160305,	-2780.20610687,	316.410381679,	35.0460829168,	-142.14376624,	316.410381679
0.04,	-21.1413424178,	60.4739529686,	0,	2531.0380458,	-2781.53447328,	315.840061069,	34.4943709416,	-135.314289228,	315.840061069
0.04,	8.71600502792,	-2.70557252531,	0,	2532.80448855,	-2780.6698626,	315.269740458,	35.1590213432,	-129.1799143,	315.269740458
0.04,	8.71600502792,	-2.70557252531,	0,	2534.5709313,	-2779.80525191,	314.699419847,	35.7970857288,	-123.29091437,	314.699419847
0.04,	8.71600502792,	-2.70557252531,	0,	2536.33737405,	-2778.94064122,	314.129099237,	36.4096275389,	-117.637474436,	314.129099237
0.04,	37.763054084,	-35.1335063647,	0,	2538.10381679,	-2787.14473282,	313.558778626,	38.1595496389,	-122.213243652,	313.558778626
