t,x,y,z,Gx,Gy,Gz,FillX,FillY,FillZ
0.04,	37.763054084,	-35.1335063647,	0,	2539.87025954,	-2795.34882443,	312.988458015,	39.8394748548,	-126.6059821,	312.988458015
0.04,	-19.0810619391,	-21.0463785953,	0,	2533.26601527,	-2790.26619847,	312.418137405,	31.1425788793,	-117.504277044,	312.418137405
0.04,	-19.0810619391,	-21.0463785953,	0,	2526.66177099,	-2785.18357252,	311.847816794,	22.7935587427,	-108.76664019,	311.847816794
0.04,	-20.6763829528,	57.2379392355,	0,	2528.01844275,	-2798.00140458,	311.277496183,	22.3571659604,	-114.431575791,	311.277496183
0.04,	-20.6763829528,	57.2379392355,	0,	2529.3751145,	-2810.81923664,	310.707175573,	21.9382288894,	-119.869913969,	310.707175573
0.04,	-20.6763829528,	57.2379392355,	0,	2530.40751145,	-2809.09722137,	310.136854962,	21.2247454844,	-111.132465184,	310.136854962
0.04,	-33.436307573,	-3.06588171231,	0,	2531.4399084,	-2807.37520611,	309.566534351,	20.0294044308,	-105.156667189,	309.566534351
0.04,	-33.436307573,	-3.06588171231,	0,	2532.47230534,	-2805.65319084,	308.99621374,	18.8818770193,	-99.4199011133,	308.99621374
0.04,	24.6660755364,	22.9900216453,	0,	2528.57187786,	-2807.84079389,	308.42589313,	15.3688345783,	-96.6236031342,	308.42589313
0.04,	24.6660755364,	22.9900216453,	0,	2524.67145038,	-2810.02839695,	307.855572519,	11.996313835,	-93.9391570743,	307.855572519
0.04,	-42.8253588645,	-46.311816177,	0,	2518.34262595,	-2807.4511145,	307.285251908,	3.72777547662,	-89.5598722934,	307.285251908
0.04,	-42.8253588645,	-46.311816177,	0,	2512.01380153,	-2804.87383206,	306.714931298,	-4.2100213474,	-85.3557589037,	306.714931298
0.04,	30.6093234306,	-56.9859026644,	0,	2504.90268702,	-2805.42815267,	306.144610687,	-9.64391747995,	-84.7531124404,	306.144610687
0.04,	30.6093234306,	-56.9859026644,	0,	2497.79157252,	-2805.98247328,	305.574290076,	-14.8604577672,	-84.1745718356,	305.574290076
0.04,	30.6093234306,	-56.9859026644,	0,	2490.68045802,	-2806.53679389,	305.003969466,	-19.8683364429,	-83.619172855,	305.003969466
0.04,	-39.5558750962,	-33.3738460802,	0,	2494.28262595,	-2809.75676336,	304.433648855,	-17.1977567677,	-84.7005304711,	304.433648855
0.04,	-39.5558750962,	-33.3738460802,	0,	2497.88479389,	-2812.97673282,	303.863328244,	-14.6340002795,	-85.7386337824,	303.863328244
0.04,	-35.8209658505,	-7.79514042489,	0,	2500.08543511,	-2821.52067176,	303.293007634,	-13.3688633298,	-90.8230754222,	303.293007634
0.04,	-35.8209658505,	-7.79514042489,	0,	2502.28607634,	-2830.06461069,	302.722687023,	-12.1543318581,	-95.7041393963,	302.722687023
0.04,	-15.3427875028,	41.453778685,	0,	2503.00610687,	-2832.67847328,	302.152366412,	-11.5906407709,	-92.7271307647,	302.152366412
0.04,	-15.3427875028,	41.453778685,	0,	2503.7261374,	-2835.29233588,	301.582045802,	-11.0494973272,	-89.8692024783,	301.582045802
0.04,	-15.3427875028,	41.453778685,	0,	2504.44616794,	-2837.90619847,	301.011725191,	-10.5299996213,	-87.1255913234,	301.011725191
0.04,	76.2451304273,	7.46933066002,	0,	2516.03276336,	-2845.76952672,	300.44140458,	4.06413718374,	-90.8905895585,	300.44140458
0.04,	76.2451304273,	7.46933066002,	0,	2527.61935878,	-2853.63285496,	299.871083969,	18.0745085165,	-94.5049878643,	299.871083969
0.04,	19.0479470033,	-4.67745741988,	0,	2531.38580153,	-2867.13435115,	299.300763359,	21.7292310942,	-103.873322982,	299.300763359
0.04,	19.0479470033,	-4.67745741988,	0,	2535.15224427,	-2880.63584733,	298.730442748,	25.2377647687,	-112.866924696,	298.730442748
0.04,	-44.3526796593,	40.4998352625,	0,	2546.26189313,	-2878.89978626,	298.160122137,	33.1194098924,	-105.065635671,	298.160122137
0.04,	-44.3526796593,	40.4998352625,	0,	2557.37154198,	-2877.16372519,	297.589801527,	40.6857892111,	-97.5763982082,	297.589801527
0.04,	-44.3526796593,	40.4998352625,	0,	2568.48119084,	-2875.42766412,	297.019480916,	47.949513357,	-90.3867302434,	297.019480916
0.04,	-58.7407347246,	-29.4829460582,	0,	2578.9621374,	-2875.26045802,	296.449160305,	53.743612136,	-87.7900610134,	296.449160305
0.04,	-58.7407347246,	-29.4829460582,	0,	2589.44308397,	-2875.09325191,	295.878839695,	59.3059469639,	-85.2972585526,	295.878839695
0.04,	-32.5325111262,	-27.1016489531,	0,	2588.65929771,	-2879.22772519,	295.308519084,	54.8799738311,	-86.9385285198,	295.308519084
0.04,	-32.5325111262,	-27.1016489531,	0,	2587.87551145,	-2883.36219847,	294.738198473,	50.6310396237,	-88.5141476882,	294.738198473
0.04,	11.4442431435,	-57.7234020483,	0,	2596.69447328,	-2887.49667176,	292.05459542,	57.5297711232,	-91.2516122138,	292.05459542
0.04,	11.4442431435,	-57.7234020483,	0,	2605.51343511,	-2891.63114504,	289.370992366,	64.1525533628,	-93.8795781583,	289.370992366
0.04,	11.4442431435,	-57.7234020483,	0,	2614.33239695,	-2895.76561832,	286.687389313,	70.5104243128,	-96.402425465,	286.687389313
0.04,	-36.8890598934,	-30.4287035495,	0,	2617.59899237,	-2899.9000916,	281.270045802,	69.3503765476,	-97.7325709396,	281.270045802
0.04,	-36.8890598934,	-30.4287035495,	0,	2620.86558779,	-2904.03456489,	275.85270229,	68.2367306931,	-99.0095105951,	275.85270229
0.04,	35.167557078,	-48.4320407264,	0,	2629.99661069,	-2908.16903817,	268.715969466,	75.6797457332,	-100.955506152,	268.715969466
0.04,	35.167557078,	-48.4320407264,	0,	2639.12763359,	-2912.30351145,	261.579236641,	82.8250401717,	-102.823661886,	261.579236641
0.04,	22.3174783826,	-61.9665888859,	0,	2646.60858015,	-2916.43798473,	258.182351145,	87.5864464024,	-105.158473317,	258.182351145
0.04,	22.3174783826,	-61.9665888859,	0,	2654.08952672,	-2920.57245802,	254.785465649,	92.1573963839,	-107.399892291,	254.785465649
0.04,	22.3174783826,	-61.9665888859,	0,	2661.57047328,	-2924.7069313,	251.388580153,	96.5455083662,	-109.551654506,	251.388580153
0.04,	-44.3572708824,	44.8734716813,	0,	2663.41538931,	-2928.84140458,	254.15719084,	92.6805165855,	-107.343743809,	254.15719084
0.04,	-44.3572708824,	44.8734716813,	0,	2665.26030534,	-2932.97587786,	256.925801527,	88.9701244761,	-105.224149541,	256.925801527
0.04,	-32.1004875314,	-14.8946790848,	0,	2667.10522137,	-2937.11035115,	258.918534351,	85.8984193851,	-105.580065074,	258.918534351
0.04,	-32.1004875314,	-14.8946790848,	0,	2668.9501374,	-2941.24482443,	260.911267176,	82.9495824978,	-105.921743985,	260.911267176
0.04,	28.4211288479,	-17.4212814785,	0,	2661.5071145,	-2945.37929771,	258.770870229,	73.6231423671,	-106.350819836,	258.770870229
0.04,	28.4211288479,	-17.4212814785,	0,	2654.0640916,	-2949.51377099,	256.630473282,	64.6697598416,	-106.762732653,	256.630473282
0.04,	28.4211288479,	-17.4212814785,	0,	2646.6210687,	-2953.64824427,	254.490076336,	56.0745126171,	-107.158168957,	254.490076336
0.04,	-0.890493728085,	42.3850104054,	0,	2643.95819847,	-2957.78271756,	244.295022901,	51.2395569434,	-105.145536134,	244.295022901
0.04,	-0.890493728085,	42.3850104054,	0,	2641.29532824,	-2961.91719084,	234.099969466,	46.5979994967,	-103.213408623,	234.099969466
0.04,	-10.4632397473,	-47.9246176714,	0,	2637.29627481,	-2966.05166412,	237.095145038,	40.4764586293,	-104.970951336,	237.095145038
0.04,	-10.4632397473,	-47.9246176714,	0,	2633.29722137,	-2970.1861374,	240.090320611,	34.5997793965,	-106.658192341,	240.090320611
0.04,	5.09507423415,	-4.56123738473,	0,	2628.97755725,	-2974.32061069,	240.17648855,	29.2727136327,	-106.543408494,	240.17648855
0.04,	5.09507423415,	-4.56123738473,	0,	2624.65789313,	-2978.45508397,	240.262656489,	24.1587304995,	-106.433216001,	240.262656489
0.04,	5.09507423415,	-4.56123738473,	0,	2620.33822901,	-2982.58955725,	240.348824427,	19.2493066917,	-106.327431207,	240.348824427
0.04,	-45.7531398324,	-22.0151538166,	0,	2625.01581679,	-2986.72403053,	248.487816794,	21.1396931055,	-106.924034463,	248.487816794
0.04,	-45.7531398324,	-22.0151538166,	0,	2629.69340458,	-2990.85850382,	256.62680916,	22.9544640628,	-107.496773588,	256.62680916
0.04,	68.0900168659,	-15.2613769261,	0,	2634.5410687,	-2994.9929771,	257.266870229,	29.4136437322,	-107.776452073,	257.266870229
0.04,	68.0900168659,	-15.2613769261,	0,	2639.38873282,	-2999.12745038,	257.906931298,	35.6144562148,	-108.044943418,	257.906931298
0.04,	68.0900168659,	-15.2613769261,	0,	2636.96769466,	-3003.26192366,	262.368977099,	34.5892819996,	-108.302695109,	262.368977099
0.04,	-70.1573956994,	3.27084107332,	0,	2634.54665649,	-3007.39639695,	266.831022901,	28.0752182504,	-107.808848013,	266.831022901
0.04,	-70.1573956994,	3.27084107332,	0,	2632.12561832,	-3011.53087023,	271.293068702,	21.8217170512,	-107.334754801,	271.293068702
0.04,	-52.1644171007,	20.7418454627,	0,	2641.58916031,	-3015.66534351,	271.989618321,	27.9472719905,	-106.180785142,	271.989618321
0.04,	-52.1644171007,	20.7418454627,	0,	2651.05270229,	-3019.79981679,	272.686167939,	33.8278047322,	-105.072974269,	272.686167939
0.04,	-39.0427664378,	-49.3854742089,	0,	2656.00082443,	-3023.93429008,	277.525923664,	35.6631791373,	-106.814568617,	277.525923664
0.04,	-39.0427664378,	-49.3854742089,	0,	2660.94894656,	-3028.06876336,	282.365679389,	37.4251385662,	-108.486499192,	282.365679389
0.04,	-39.0427664378,	-49.3854742089,	0,	2665.8970687,	-3032.20323664,	287.205435115,	39.1166196179,	-110.091552544,	287.205435115
0.04,	39.6985127506,	-10.8789679315,	0,	2667.66351145,	-3036.33770992,	279.160916031,	40.8356803814,	-110.092143511,	279.160916031
0.04,	39.6985127506,	-10.8789679315,	0,	2669.4299542,	-3040.47218321,	271.116396947,	42.4859787143,	-110.092710839,	271.116396947
0.04,	-45.5077681467,	28.3431483967,	0,	2671.19639695,	-3044.60665649,	263.78119084,	40.6620138781,	-108.52437082,	263.78119084
0.04,	-45.5077681467,	28.3431483967,	0,	2672.96283969,	-3048.74112977,	256.445984733,	38.9110076352,	-107.018764403,	256.445984733
0.04,	39.5578993725,	22.4037844284,	0,	2674.72928244,	-3052.87560305,	265.378259542,	40.6326683429,	-105.810956801,	265.378259542
0.04,	39.5578993725,	22.4037844284,	0,	2676.49572519,	-3057.01007634,	274.310534351,	42.2854626223,	-104.651461503,	274.310534351
0.04,	39.5578993725,	22.4037844284,	0,	2678.26216794,	-3061.14454962,	283.24280916,	43.8721451304,	-103.538346017,	283.24280916
0.04,	30.6627254124,	-50.3991515033,	0,	2680.02861069,	-3065.2790229,	292.10821374,	45.0395533799,	-105.381872587,	292.10821374
0.04,	30.6627254124,	-50.3991515033,	0,	2681.79505344,	-3069.41349618,	300.973618321,	46.1602652993,	-107.151658095,	300.973618321
0.04,	9.64683416428,	-2.81956592966,	0,	2683.56149618,	-3073.54796947,	302.268335878,	46.3955130921,	-106.947468759,	302.268335878
0.04,	9.64683416428,	-2.81956592966,	0,	2685.32793893,	-3077.68244275,	303.563053435,	46.6213509732,	-106.751446997,	303.563053435
0.04,	60.4324049409,	-1.96515376117,	0,	2687.09438168,	-3085.09874809,	299.162503817,	48.86957817,	-109.679648398,	299.162503817
0.04,	60.4324049409,	-1.96515376117,	0,	2688.86082443,	-3092.51505344,	294.761954198,	51.027876279,	-112.490721742,	294.761954198
0.04,	60.4324049409,	-1.96515376117,	0,	2690.62726718,	-3099.93135878,	290.36140458,	53.0998424637,	-115.189352153,	290.36140458
0.04,	-58.9924751222,	19.1445962457,	0,	2692.39370992,	-3111.00232061,	289.791083969,	50.3119347984,	-120.444117575,	289.791083969
0.04,	-58.9924751222,	19.1445962457,	0,	2694.16015267,	-3122.07328244,	289.220763359,	47.6355434398,	-125.488692381,	289.220763359
0.04,	13.6256657717,	3.08092585945,	0,	2695.92659542,	-3125.23248855,	288.650442748,	47.9709333712,	-123.378745514,	288.650442748
0.04,	13.6256657717,	3.08092585945,	0,	2697.69303817,	-3128.39169466,	288.080122137,	48.2929077054,	-121.353196522,	288.080122137
0.04,	36.7981892973,	-31.1957328573,	0,	2699.45948092,	-3127.16189313,	287.509801527,	49.5289040072,	-116.56628851,	287.509801527
0.04,	36.7981892973,	-31.1957328573,	0,	2701.22592366,	-3125.9320916,	286.939480916,	50.715460457,	-111.970856818,	286.939480916
0.04,	36.7981892973,	-31.1957328573,	0,	2702.99236641,	-3124.70229008,	286.369160305,	51.8545546488,	-107.559242394,	286.369160305
0.04,	46.2194356007,	-23.9726331087,	0,	2704.75880916,	-3130.96714504,	285.798839695,	53.324934925,	-110.230038786,	285.798839695
0.04,	46.2194356007,	-23.9726331087,	0,	2706.52525191,	-3137.232,	285.228519084,	54.7364999902,	-112.794003322,	285.228519084
0.04,	-32.609534687,	51.5298361548,	0,	2708.29169466,	-3132.31029008,	284.658198473,	52.9384436413,	-101.496208216,	284.658198473
0.04,	-32.609534687,	51.5298361548,	0,	2710.0581374,	-3127.38858015,	284.087877863,	51.2123095463,	-90.6503249148,	284.087877863
0.04,	13.3824663566,	-24.2997858347,	0,	2711.82458015,	-3132.46748092,	283.517557252,	51.3949008569,	-92.8720480844,	283.517557252
0.04,	13.3824663566,	-24.2997858347,	0,	2713.5910229,	-3137.54638168,	282.947236641,	51.5701885151,	-95.0049023272,	282.947236641
0.04,	13.3824663566,	-24.2997858347,	0,	2715.35746565,	-3142.62528244,	282.376916031,	51.7384646669,	-97.0524424004,	282.376916031
0.04,	-35.5025071384,	34.7647387511,	0,	2717.1239084,	-3139.2599084,	281.80659542,	49.9446108329,	-88.5489960703,	281.80659542
0.04,	-35.5025071384,	34.7647387511,	0,	2718.89035115,	-3135.89453435,	281.236274809,	48.2225111522,	-80.3856875935,	281.236274809
0.04,	11.7933810031,	-61.9483408052,	0,	2726.59603053,	-3139.56610687,	280.665954198,	54.16279816,	-83.1729033403,	280.665954198
0.04,	11.7933810031,	-61.9483408052,	0,	2734.30170992,	-3143.23767939,	280.095633588,	59.8654736874,	-85.8486304572,	280.095633588
0.04,	42.5464084251,	-8.37340600392,	0,	2727.46418321,	-3141.44054962,	279.525312977,	52.6086854281,	-81.0243768989,	279.525312977
0.04,	42.5464084251,	-8.37340600392,	0,	2720.62665649,	-3139.64341985,	278.954992366,	45.6421686991,	-76.393093483,	278.954992366
0.04,	42.5464084251,	-8.37340600392,	0,	2713.78912977,	-3137.84629008,	278.384671756,	38.9543126393,	-71.9470614037,	278.384671756
0.04,	3.85047380101,	86.1494536286,	0,	2711.17022901,	-3145.3529771,	277.814351145,	35.0360143529,	-72.8296203444,	277.814351145
0.04,	3.85047380101,	86.1494536286,	0,	2708.55132824,	-3152.85966412,	277.244030534,	31.274447998,	-73.6768769274,	277.244030534
0.04,	26.0383467552,	-17.6053915997,	0,	2714.21639695,	-3153.72482443,	276.673709924,	36.5034699025,	-72.2645714074,	276.673709924
0.04,	26.0383467552,	-17.6053915997,	0,	2719.88146565,	-3154.58998473,	276.103389313,	41.5233309308,	-70.9087581083,	276.103389313
0.04,	40.3085222845,	-16.9186194181,	0,	2715.30378626,	-3160.69667176,	275.533068702,	37.0801663712,	-74.6115721026,	275.533068702
0.04,	40.3085222845,	-16.9186194181,	0,	2710.72610687,	-3166.80335878,	274.962748092,	32.814728394,	-78.1662735372,	274.962748092
0.04,	40.3085222845,	-16.9186194181,	0,	2706.14842748,	-3172.9100458,	274.392427481,	28.7199079359,	-81.5787869145,	274.392427481
0.04,	-17.0676720414,	4.62134520481,	0,	2704.06784733,	-3170.73429008,	273.82210687,	24.8910477902,	-76.0420561335,	273.82210687
0.04,	-17.0676720414,	4.62134520481,	0,	2701.98726718,	-3168.55853435,	273.25178626,	21.2153420504,	-70.7267945838,	273.25178626
0.04,	-50.4722234473,	29.0270534109,	0,	2694.74485496,	-3170.37575573,	272.681465649,	11.3951237053,	-68.4811731831,	272.681465649
0.04,	-50.4722234473,	29.0270534109,	0,	2687.50244275,	-3172.1929771,	272.111145038,	1.96771409402,	-66.3253766384,	272.111145038
0.04,	-61.1623759585,	-15.1010838313,	0,	2698.00048855,	-3167.92042748,	271.540824427,	9.52063446138,	-60.1747572925,	271.540824427
0.04,	-61.1623759585,	-15.1010838313,	0,	2708.49853435,	-3163.64787786,	270.970503817,	16.7714380141,	-54.2701627205,	270.970503817
0.04,	-61.1623759585,	-15.1010838313,	0,	2717.81917557,	-3174.86112977,	270.400183206,	22.6019010277,	-63.468121397,	270.400183206
0.04,	-37.0851653362,	20.4042591723,	0,	2727.13981679,	-3186.07438168,	269.829862595,	29.1622339456,	-70.8779480063,	269.829862595
0.04,	-37.0851653362,	20.4042591723,	0,	2736.46045802,	-3197.28763359,	269.259541985,	35.4601535469,	-77.9913815512,	269.259541985
0.04,	30.2897475624,	13.0953720963,	0,	2743.03972519,	-3196.54974046,	268.689221374,	41.569433796,	-73.6395340007,	268.689221374
0.04,	30.2897475624,	13.0953720963,	0,	2749.61899237,	-3195.81184733,	268.118900763,	47.4343428352,	-69.4617603523,	268.118900763
0.04,	42.5533964117,	-40.0991662346,	0,	2756.97261069,	-3209.30601527,	267.548580153,	54.2985785661,	-81.2416578089,	267.548580153
0.04,	42.5533964117,	-40.0991662346,	0,	2764.32622901,	-3222.80018321,	266.978259542,	60.8882448677,	-92.5503593673,	266.978259542
0.04,	-30.7326013246,	59.1335625216,	0,	2766.27801527,	-3226.76061069,	266.407938931,	59.0971258292,	-90.2850128734,	266.407938931
0.04,	-30.7326013246,	59.1335625216,	0,	2768.22980153,	-3230.72103817,	265.837618321,	57.3776515522,	-88.1102802393,	265.837618321
0.04,	-30.7326013246,	59.1335625216,	0,	2770.18158779,	-3234.68146565,	265.26729771,	55.7269562463,	-86.0225369106,	265.26729771
0.04,	49.0072953801,	-6.18153510065,	0,	2780.96085496,	-3235.0501374,	264.696977099,	65.8062663002,	-83.1828217237,	264.696977099
0.04,	49.0072953801,	-6.18153510065,	0,	2791.74012214,	-3235.41880916,	264.126656489,	75.4824039519,	-80.4566951442,	264.126656489
0.04,	-17.3057732413,	32.6699761168,	0,	2793.83389313,	-3241.80946565,	263.556335878,	73.7808970169,	-82.0666585228,	263.556335878
0.04,	-17.3057732413,	32.6699761168,	0,	2795.92766412,	-3248.20012214,	262.986015267,	72.1474503592,	-83.6122233662,	262.986015267
0.04,	-53.1141093976,	1.22324677093,	0,	2799.42570992,	-3258.89215267,	262.415694656,	70.4951119384,	-90.4831538737,	262.415694656
0.04,	-53.1141093976,	1.22324677093,	0,	2802.92375573,	-3269.58418321,	261.845374046,	68.9088670544,	-97.0792471609,	261.845374046
0.04,	-53.1141093976,	1.22324677093,	0,	2806.42180153,	-3280.27621374,	261.275053435,	67.3860719658,	-103.411496717,	261.275053435
0.04,	66.0902518169,	-16.6203186961,	0,	2803.12045802,	-3288.39541985,	260.704732824,	64.1649493889,	-107.734287458,	260.704732824
0.04,	66.0902518169,	-16.6203186961,	0,	2799.8191145,	-3296.51462595,	260.134412214,	61.072671715,	-111.88416657,	260.134412214
0.04,	47.4351242435,	27.1214978124,	0,	2792.29578626,	-3300.64909924,	259.564091603,	53.3047747016,	-110.293034346,	259.564091603
0.04,	47.4351242435,	27.1214978124,	0,	2784.77245802,	-3304.78357252,	258.993770992,	45.8475935688,	-108.765547411,	258.993770992
0.04,	-68.4637757682,	21.2319653193,	0,	2793.20058015,	-3308.9180458,	258.423450382,	49.3661360472,	-107.534741253,	258.423450382
0.04,	-68.4637757682,	21.2319653193,	0,	2801.62870229,	-3313.05251908,	257.853129771,	52.7439368265,	-106.353167341,	257.853129771
0.04,	-68.4637757682,	21.2319653193,	0,	2810.05682443,	-3317.18699237,	257.28280916,	55.9866255746,	-105.218856386,	257.28280916
0.04,	26.2531869983,	36.3525795847,	0,	2817.78387786,	-3321.32146565,	256.71248855,	62.2152593293,	-103.525093298,	256.71248855
0.04,	26.2531869983,	36.3525795847,	0,	2825.5109313,	-3325.45593893,	256.142167939,	68.1947477338,	-101.899080734,	256.142167939
0.04,	-65.2266783162,	-14.8393589857,	0,	2823.69935878,	-3329.59041221,	255.571847328,	61.1187810734,	-102.385786215,	255.571847328
0.04,	-65.2266783162,	-14.8393589857,	0,	2821.88778626,	-3333.7248855,	255.001526718,	54.3258530795,	-102.853023477,	255.001526718
0.04,	-31.8046740372,	19.8694675407,	0,	2830.63896183,	-3337.85935878,	254.431206107,	59.2817605445,	-101.913218188,	254.431206107
0.04,	-31.8046740372,	19.8694675407,	0,	2839.3901374,	-3341.99383206,	253.860885496,	64.0394317108,	-101.01100511,	253.860885496
0.04,	-31.8046740372,	19.8694675407,	0,	2848.14131298,	-3346.12830534,	253.290564885,	68.6067960305,	-100.144880555,	253.290564885
0.04,	26.3716411662,	7.32313823876,	0,	2857.37767939,	-3350.26277863,	252.720244275,	75.7843015917,	-99.8152541543,	252.720244275
0.04,	26.3716411662,	7.32313823876,	0,	2866.6140458,	-3354.39725191,	252.149923664,	82.6747069304,	-99.4988128097,	252.149923664
0.04,	-35.0615792624,	-46.9404954713,	0,	2860.61377099,	-3358.53172519,	246.726473282,	72.2049916659,	-101.365574467,	246.726473282
0.04,	-35.0615792624,	-46.9404954713,	0,	2854.61349618,	-3362.66619847,	241.303022901,	62.154065012,	-103.157665659,	241.303022901
0.04,	34.3746201225,	-13.6491725214,	0,	2851.88650382,	-3366.80067176,	238.357129771,	58.4249745446,	-103.546420284,	238.357129771
0.04,	34.3746201225,	-13.6491725214,	0,	2849.15951145,	-3370.93514504,	235.411236641,	54.845047696,	-103.919624725,	235.411236641
0.04,	34.3746201225,	-13.6491725214,	0,	2846.43251908,	-3375.06961832,	232.465343511,	51.4083179213,	-104.277900988,	232.465343511
0.04,	49.7424133406,	-31.1307494944,	0,	2850.80537405,	-3379.2040916,	226.995175573,	55.5396225014,	-105.321109279,	226.995175573
0.04,	49.7424133406,	-31.1307494944,	0,	2855.17822901,	-3383.33856489,	221.525007634,	59.5056748983,	-106.322589239,	221.525007634
0.04,	51.1844608005,	24.208419652,	0,	2854.70436641,	-3387.47303817,	222.146748092,	58.7179182428,	-105.070443235,	222.146748092
0.04,	51.1844608005,	24.208419652,	0,	2854.23050382,	-3391.60751145,	222.76848855,	57.9616718535,	-103.86838307,	222.76848855
0.04,	-14.0644329761,	-60.8505449081,	0,	2864.39969466,	-3395.74198473,	223.786259542,	64.8430508664,	-106.116763895,	223.786259542
0.04,	-14.0644329761,	-60.8505449081,	0,	2874.5688855,	-3399.87645802,	224.804030534,	71.4491747189,	-108.275209487,	224.804030534
0.04,	-14.0644329761,	-60.8505449081,	0,	2884.73807634,	-3404.0109313,	225.821801527,	77.7910536172,	-110.347317255,	225.821801527
0.04,	-32.024933682,	-34.0772725313,	0,	2885.69108397,	-3408.14540458,	216.753770992,	74.3133014534,	-111.265609817,	216.753770992
0.04,	-32.024933682,	-34.0772725313,	0,	2886.6440916,	-3412.27987786,	207.685740458,	70.9746593763,	-112.147170677,	207.685740458
0.04,	-8.9256852324,	-16.1405069385,	0,	2894.4059542,	-3416.41435115,	213.310229008,	75.2300336835,	-112.275998478,	213.310229008
0.04,	-8.9256852324,	-16.1405069385,	0,	2902.16781679,	-3420.54882443,	218.934717557,	79.3151930185,	-112.399673168,	218.934717557
0.04,	21.8861155913,	43.91194694,	0,	2905.25670229,	-3424.68329771,	225.419358779,	79.9833599977,	-110.116302715,	225.419358779
0.04,	21.8861155913,	43.91194694,	0,	2908.34558779,	-3428.81777099,	231.904,	80.6248002978,	-107.92426708,	231.904
0.04,	21.8861155913,	43.91194694,	0,	2911.43447328,	-3432.95224427,	238.388641221,	81.2405829859,	-105.81991287,	238.388641221
0.04,	-15.5804464629,	56.8194305165,	0,	2913.20091603,	-3437.08671756,	243.075114504,	79.0635268461,	-103.283433486,	243.075114504
0.04,	-15.5804464629,	56.8194305165,	0,	2914.96735878,	-3441.22119084,	247.761587786,	76.9735529519,	-100.848413277,	247.761587786
0.04,	-26.2426289607,	49.12158473,	0,	2916.73380153,	-3445.35566412,	242.291725191,	74.5406907136,	-98.8187077075,	242.291725191
0.04,	-26.2426289607,	49.12158473,	0,	2918.50024427,	-3449.4901374,	236.821862595,	72.2051429648,	-96.8701903611,	236.821862595
0.04,	-44.1848228461,	20.2758222408,	0,	2920.26668702,	-3453.62461069,	227.452763359,	69.2453293705,	-96.1534442082,	227.452763359
0.04,	-44.1848228461,	20.2758222408,	0,	2922.03312977,	-3457.75908397,	218.083664122,	66.40390832,	-95.4653679014,	218.083664122
0.04,	-44.1848228461,	20.2758222408,	0,	2923.79957252,	-3461.89355725,	208.714564885,	63.6761441115,	-94.8048146469,	208.714564885
0.04,	-40.7707933557,	-27.7855734894,	0,	2925.56601527,	-3466.02803053,	205.06210687,	61.194051651,	-96.0931393517,	205.06210687
0.04,	-40.7707933557,	-27.7855734894,	0,	2927.33245802,	-3470.16250382,	201.409648855,	58.8112428889,	-97.3299310684,	201.409648855
0.04,	-77.1665291099,	-10.0538402949,	0,	2929.09890076,	-3474.2969771,	210.439633588,	55.0679170471,	-97.8079817886,	210.439633588
0.04,	-77.1665291099,	-10.0538402949,	0,	2930.86534351,	-3478.43145038,	219.469618321,	51.474324239,	-98.26691048,	219.469618321
0.04,	-8.03084282957,	79.8528604237,	0,	2932.63178626,	-3482.56592366,	218.89929771,	50.7899025944,	-95.111213995,	218.89929771
0.04,	-8.03084282957,	79.8528604237,	0,	2934.39822901,	-3486.70039695,	218.328977099,	50.1328578157,	-92.0817453694,	218.328977099
0.04,	-8.03084282957,	79.8528604237,	0,	2936.16467176,	-3490.83487023,	217.758656489,	49.502094828,	-89.1734554888,	217.758656489
0.04,	-1.06666014805,	86.494362748,	0,	2937.9311145,	-3493.78064122,	217.188335878,	49.1751296671,	-84.974682912,	217.188335878
0.04,	-1.06666014805,	86.494362748,	0,	2939.69755725,	-3496.72641221,	216.618015267,	48.8612431127,	-80.9438612383,	216.618015267
0.04,	-31.3771961311,	-21.3444310547,	0,	2941.464,	-3502.85294656,	216.047694656,	47.3474905811,	-84.441357008,	216.047694656
0.04,	-31.3771961311,	-21.3444310547,	0,	2943.23044275,	-3508.97948092,	215.477374046,	45.8942881508,	-87.798952947,	215.477374046
0.04,	-31.3771961311,	-21.3444310547,	0,	2944.9968855,	-3515.10601527,	214.907053435,	44.4992138177,	-91.0222450484,	214.907053435
0.04,	44.1981900486,	28.719457545,	0,	2946.76332824,	-3525.59193893,	214.336732824,	46.1829579051,	-96.2990636622,	214.336732824
0.04,	44.1981900486,	28.719457545,	0,	2948.52977099,	-3536.0778626,	213.766412214,	47.799352229,	-101.364809531,	213.766412214
0.04,	-62.5330041058,	25.6600289412,	0,	2950.29621374,	-3546.55462595,	213.976244275,	45.0818430138,	-106.341508817,	213.976244275
0.04,	-62.5330041058,	25.6600289412,	0,	2952.06265649,	-3557.03138931,	214.186076336,	42.4730341672,	-111.119140131,	214.186076336
0.04,	-57.8599699976,	31.462377483,	0,	2953.82909924,	-3568.67792366,	213.615755725,	40.1554990387,	-116.596552404,	213.615755725
0.04,	-57.8599699976,	31.462377483,	0,	2955.59554198,	-3580.32445802,	213.045435115,	37.9306653155,	-121.854868185,	213.045435115
0.04,	30.8103937184,	-41.1296853295,	0,	2957.36198473,	-3583.99572519,	212.475114504,	39.3416394897,	-122.15027736,	212.475114504
